OtsuT,KittlerT,LloydT,SungT,RidlerT,HuangT,RameshT,Li1T,Li2T,BrinkT,KapurT,SahooT,ShanbhagT,YenT,TsaiT
0.354902,0.064706,0.24602,0.429412,0.359451,0.660784,0.488235,0.233598,0.307843,0.480392,0.801961,0.592952,0.637255,0.809804,0.527451
0.339216,0.037255,0.211466,0.531373,0.524783,0.598039,0.429412,0.222954,0.288235,0.429412,0.770588,0.751448,0.582353,0.770588,0.484314
0.492157,0.021569,0.179535,0.5,0.497463,0.539216,0.382353,0.473014,0.280392,0.390196,0.731373,0.71634,0.535294,0.747059,0.452941
0.456863,0.013725,0.150579,0.464706,0.465436,0.507843,0.35098,0.445243,0.445098,0.370588,0.696078,0.696532,0.496078,0.719608,0.429412
0.429412,0.009804,0.121294,0.433333,0.434176,0.456863,0.676471,0.414291,0.417647,0.358824,0.672549,0.668841,0.452941,0.680392,0.405882
0.370588,0.005882,0.069698,0.37451,0.375596,0.394118,0.637255,0.355664,0.358824,0.358824,0.621569,0.610232,0.386275,0.633333,0.366667
0.343137,0.005882,0.046225,0.347059,0.348592,0.339216,0.601961,0.328589,0.335294,0.358824,0.594118,0.582848,0.354902,0.609804,0.35098
0.323529,0.005882,0.02541,0.327451,0.329298,0.315686,0.586275,0.311876,0.315686,0.362745,0.570588,0.555423,0.331373,0.582353,0.331373
0.3,0.005882,0.003922,0.296078,0.301859,0.292157,0.586275,0.284394,0.288235,0.362745,0.547059,0.531877,0.303922,0.558824,0.319608
0.280392,0.005882,0.003922,0.280392,0.284606,0.268627,0.558824,0.265941,0.272549,0.362745,0.523529,0.508355,0.284314,0.535294,0.3
0.264706,0.005882,0.26332,0.260784,0.26332,0.256863,0.543137,0.249867,0.256863,0.358824,0.5,0.484903,0.268627,0.515686,0.288235
0.245098,0.005882,0.570869,0.241176,0.244072,0.22549,0.527451,0.230633,0.237255,0.354902,0.480392,0.465218,0.24902,0.492157,0.276471
0.229412,0.005882,0.546261,0.22549,0.226286,0.213725,0.507843,0.217772,0.221569,0.347059,0.456863,0.445602,0.233333,0.472549,0.264706
0.217647,0.5,0.522347,0.213725,0.213063,0.198039,0.5,0.205939,0.209804,0.339216,0.441176,0.426002,0.221569,0.452941,0.252941
0.398039,0.005882,0.096968,0.401961,0.403321,0.433333,0.656863,0.383412,0.386275,0.358824,0.64902,0.637683,0.421569,0.660784,0.386275
0.201961,0.476471,0.499516,0.198039,0.197328,0.178431,0.488235,0.190254,0.194118,0.323529,0.421569,0.410286,0.198039,0.437255,0.241176
0.594118,0.766667,0.501479,0.739216,0.599394,0.84902,0.562745,0.537089,0.562745,0.664706,0.664706,0.66392,0.158824,0.656863,0.684314
0.566667,0.727451,0.46837,0.719608,0.568572,0.805882,0.55098,0.504271,0.531373,0.633333,0.621569,0.621294,0.162745,0.621569,0.664706
0.543137,0.696078,0.438512,0.696078,0.546736,0.790196,0.535294,0.474533,0.507843,0.605882,0.594118,0.593397,0.17451,0.57451,0.645098
0.523529,0.660784,0.411369,0.676471,0.52938,0.782353,0.523529,0.449996,0.484314,0.578431,0.562745,0.562287,0.190196,0.55098,0.621569
0.507843,0.629412,0.3872,0.656863,0.512243,0.754902,0.511765,0.429496,0.464706,0.558824,0.535294,0.534515,0.209804,0.515686,0.605882
0.492157,0.57451,0.343821,0.621569,0.494032,0.7,0.484314,0.394716,0.441176,0.519608,0.496078,0.495049,0.252941,0.472549,0.570588
0.484314,0.547059,0.325014,0.601961,0.493584,0.696078,0.468627,0.380038,0.429412,0.496078,0.472549,0.472362,0.268627,0.468627,0.554902
0.488235,0.523529,0.30977,0.586275,0.497083,0.664706,0.456863,0.370913,0.42549,0.484314,0.456863,0.456282,0.292157,0.445098,0.539216
0.488235,0.5,0.292081,0.570588,0.493957,0.660784,0.441176,0.362973,0.42549,0.476471,0.437255,0.43705,0.315686,0.433333,0.527451
0.480392,0.476471,0.27647,0.554902,0.489107,0.637255,0.429412,0.359397,0.42549,0.456863,0.429412,0.429412,0.327451,0.429412,0.515686
0.476471,0.456863,0.262009,0.543137,0.48171,0.621569,0.421569,0.355766,0.429412,0.44902,0.413725,0.413725,0.35098,0.413725,0.503922
0.468627,0.437255,0.248908,0.527451,0.47373,0.609804,0.413725,0.366928,0.429412,0.437255,0.413725,0.413725,0.37451,0.413725,0.496078
0.460784,0.417647,0.236578,0.515686,0.465724,0.582353,0.405882,0.371101,0.42549,0.429412,0.405882,0.409501,0.42549,0.409804,0.484314
0.44902,0.398039,0.224535,0.503922,0.454849,0.582353,0.398039,0.37913,0.421569,0.417647,0.390196,0.411832,0.433333,0.413725,0.476471
0.496078,0.601961,0.364014,0.637255,0.500972,0.727451,0.496078,0.410506,0.452941,0.535294,0.503922,0.503922,0.22549,0.503922,0.586275
0.441176,0.378431,0.213955,0.492157,0.449546,0.57451,0.394118,0.378801,0.413725,0.409804,0.390196,0.414591,0.433333,0.417647,0.464706
0.778431,0.770588,0.742667,0.782353,0.92858,0.943137,0.437255,0.928184,0.770588,0.817647,0.84902,0.848865,0.829412,0.84902,0.880392
0.743137,0.727451,0.702077,0.911765,0.915468,0.939216,0.464706,0.913394,0.735294,0.794118,0.821569,0.821414,0.801961,0.821569,0.860784
0.711765,0.688235,0.664842,0.9,0.900844,0.919608,0.707843,0.900085,0.7,0.770588,0.798039,0.797804,0.77451,0.798039,0.841176
0.684314,0.645098,0.630443,0.888235,0.885977,0.915686,0.680392,0.888888,0.668627,0.743137,0.766667,0.766667,0.766667,0.766667,0.82549
0.656863,0.609804,0.598443,0.880392,0.877551,0.896078,0.652941,0.874267,0.641176,0.723529,0.747059,0.746975,0.884314,0.743137,0.805882
0.84902,0.535294,0.538843,0.856863,0.853636,0.884314,0.609804,0.849475,0.590196,0.684314,0.696078,0.696078,0.860784,0.696078,0.77451
0.833333,0.5,0.512688,0.84902,0.842023,0.876471,0.586275,0.83742,0.566667,0.664706,0.672549,0.672549,0.84902,0.672549,0.758824
0.82549,0.464706,0.488094,0.841176,0.830811,0.852941,0.570588,0.82575,0.82549,0.64902,0.656863,0.656781,0.837255,0.656863,0.747059
0.813725,0.437255,0.465315,0.829412,0.819597,0.845098,0.554902,0.814082,0.813725,0.637255,0.633333,0.633252,0.82549,0.629412,0.735294
0.801961,0.405882,0.442269,0.813725,0.815087,0.84902,0.535294,0.80602,0.801961,0.617647,0.613725,0.613645,0.813725,0.613725,0.719608
0.798039,0.37451,0.421807,0.813725,0.801331,0.82549,0.578431,0.798239,0.790196,0.613725,0.594118,0.594037,0.801961,0.594118,0.707843
0.790196,0.347059,0.400356,0.798039,0.791004,0.821569,0.57451,0.787575,0.778431,0.590196,0.57451,0.582178,0.790196,0.582353,0.7
0.77451,0.323529,0.381498,0.794118,0.784531,0.817647,0.562745,0.77363,0.77451,0.582353,0.562745,0.56266,0.782353,0.562745,0.684314
0.770588,0.3,0.363299,0.782353,0.771066,0.801961,0.55098,0.766985,0.762745,0.570588,0.547059,0.546893,0.770588,0.547059,0.676471
0.633333,0.570588,0.567427,0.868627,0.865466,0.892157,0.629412,0.861744,0.613725,0.703922,0.719608,0.719608,0.872549,0.719608,0.790196
0.758824,0.276471,0.345943,0.77451,0.765116,0.786275,0.535294,0.756879,0.747059,0.554902,0.527451,0.527451,0.758824,0.527451,0.668627
0.852941,0.915686,0.914448,0.876471,0.853817,0.927451,0.452941,0.851052,0.852941,0.57451,0.727451,0.72905,0.645098,0.731373,0.782353
0.829412,0.9,0.896465,0.856863,0.828234,0.907843,0.394118,0.824853,0.82549,0.531373,0.684314,0.682745,0.601961,0.684314,0.747059
0.805882,0.884314,0.879104,0.833333,0.803973,0.907843,0.354902,0.799884,0.801961,0.496078,0.645098,0.644254,0.554902,0.645098,0.715686
0.782353,0.864706,0.862876,0.813725,0.782259,0.888235,0.323529,0.775867,0.778431,0.464706,0.601961,0.601543,0.519608,0.601961,0.684314
0.762745,0.84902,0.847284,0.794118,0.761119,0.880392,0.343137,0.753122,0.754902,0.445098,0.570588,0.573205,0.484314,0.57451,0.656863
0.719608,0.813725,0.81528,0.75098,0.718394,0.864706,0.347059,0.709488,0.711765,0.413725,0.507843,0.507399,0.42549,0.507843,0.601961
0.703922,0.794118,0.80002,0.735294,0.700955,0.852941,0.354902,0.689138,0.692157,0.409804,0.476471,0.476471,0.394118,0.476471,0.57451
0.684314,0.778431,0.784343,0.715686,0.683654,0.829412,0.362745,0.669387,0.676471,0.394118,0.456863,0.456863,0.370588,0.456863,0.55098
0.668627,0.758824,0.76991,0.696078,0.666754,0.82549,0.664706,0.650685,0.656863,0.390196,0.42549,0.42549,0.347059,0.42549,0.531373
0.64902,0.743137,0.755709,0.680392,0.649438,0.813725,0.64902,0.632273,0.637255,0.382353,0.409804,0.413216,0.523529,0.413725,0.507843
0.633333,0.727451,0.74188,0.660784,0.633524,0.790196,0.633333,0.614865,0.621569,0.37451,0.382353,0.382353,0.311765,0.382353,0.488235
0.617647,0.707843,0.728637,0.645098,0.618505,0.790196,0.617647,0.59826,0.605882,0.370588,0.366667,0.37008,0.484314,0.370588,0.468627
0.605882,0.688235,0.715312,0.629412,0.604454,0.778431,0.601961,0.581917,0.590196,0.362745,0.343137,0.434446,0.276471,0.343137,0.44902
0.590196,0.672549,0.702772,0.613725,0.590718,0.782353,0.590196,0.566404,0.578431,0.358824,0.327451,0.418278,0.260784,0.327451,0.429412
0.739216,0.833333,0.831022,0.770588,0.737635,0.864706,0.339216,0.730933,0.735294,0.42549,0.539216,0.538348,0.452941,0.539216,0.62549
0.578431,0.652941,0.690666,0.598039,0.57747,0.731373,0.578431,0.55145,0.562745,0.358824,0.311765,0.397186,0.429412,0.311765,0.413725
0.868627,0.864706,0.752397,0.868627,0.869881,0.868627,0.507843,0.869656,0.864706,0.758824,0.735294,0.735293,0.864706,0.727451,0.864706
0.841176,0.841176,0.708055,0.845098,0.845988,0.845098,0.55098,0.845677,0.841176,0.723529,0.688235,0.71176,0.841176,0.688235,0.837255
0.817647,0.813725,0.662443,0.821569,0.821458,0.821569,0.5,0.819618,0.817647,0.696078,0.637255,0.652939,0.817647,0.637255,0.813725
0.798039,0.798039,0.623525,0.798039,0.798786,0.798039,0.452941,0.798258,0.798039,0.660784,0.601961,0.629408,0.794118,0.601961,0.794118
0.77451,0.766667,0.58216,0.77451,0.778647,0.782353,0.472549,0.77623,0.770588,0.641176,0.566667,0.594114,0.770588,0.566667,0.77451
0.731373,0.723529,0.49732,0.731373,0.732943,0.735294,0.398039,0.732013,0.731373,0.590196,0.5,0.527447,0.731373,0.5,0.731373
0.711765,0.711765,0.464342,0.711765,0.712723,0.711765,0.366667,0.711644,0.711765,0.566667,0.468627,0.496075,0.707843,0.468627,0.707843
0.692157,0.692157,0.431548,0.692157,0.693051,0.7,0.343137,0.691825,0.692157,0.558824,0.441176,0.468624,0.688235,0.441176,0.688235
0.672549,0.672549,0.398476,0.672549,0.673923,0.684314,0.311765,0.672552,0.672549,0.523529,0.413725,0.441173,0.668627,0.413725,0.676471
0.64902,0.64902,0.369754,0.64902,0.65782,0.64902,0.378431,0.653895,0.64902,0.515686,0.386275,0.417643,0.64902,0.386275,0.656863
0.637255,0.62549,0.342359,0.641176,0.639922,0.637255,0.354902,0.638273,0.633333,0.492157,0.362745,0.394113,0.633333,0.362745,0.637255
0.617647,0.601961,0.315857,0.617647,0.622448,0.617647,0.343137,0.618053,0.617647,0.476471,0.339216,0.370584,0.613725,0.339216,0.621569
0.605882,0.590196,0.285589,0.605882,0.6059,0.613725,0.311765,0.603934,0.601961,0.460784,0.319608,0.350976,0.598039,0.319608,0.601961
0.586275,0.578431,0.261467,0.590196,0.589397,0.590196,0.3,0.587267,0.578431,0.441176,0.3,0.331368,0.578431,0.3,0.586275
0.75098,0.747059,0.540643,0.754902,0.755573,0.758824,0.433333,0.752941,0.75098,0.613725,0.531373,0.55882,0.75098,0.531373,0.75098
0.570588,0.55098,0.238813,0.57451,0.57349,0.562745,0.284314,0.571206,0.562745,0.433333,0.280392,0.311761,0.562745,0.280392,0.570588
0.468627,0.064706,0.391891,0.307843,0.472977,0.919608,0.739216,0.27593,0.386275,0.727451,0.860784,0.880461,0.864706,0.892157,0.731373
0.468627,0.037255,0.383789,0.82549,0.470307,0.907843,0.696078,0.273644,0.386275,0.688235,0.829412,0.86117,0.841176,0.876471,0.711765
0.472549,0.021569,0.370428,0.82549,0.473545,0.888235,0.660784,0.271623,0.386275,0.656863,0.813725,0.843443,0.821569,0.860784,0.696078
0.480392,0.013725,0.360563,0.821569,0.484921,0.884314,0.629412,0.270621,0.386275,0.629412,0.790196,0.82908,0.805882,0.84902,0.684314
0.511765,0.009804,0.348831,0.809804,0.732758,0.880392,0.598039,0.270997,0.390196,0.621569,0.77451,0.802194,0.790196,0.821569,0.668627
0.723529,0.005882,0.327128,0.790196,0.725442,0.845098,0.55098,0.655351,0.688235,0.582353,0.743137,0.778672,0.762745,0.801961,0.652941
0.711765,0.005882,0.315884,0.77451,0.721258,0.841176,0.535294,0.678205,0.680392,0.566667,0.723529,0.761748,0.743137,0.786275,0.64902
0.715686,0.005882,0.305632,0.770588,0.71526,0.813725,0.527451,0.668562,0.688235,0.558824,0.703922,0.745058,0.727451,0.770588,0.641176
0.703922,0.005882,0.292002,0.762745,0.712805,0.798039,0.515686,0.6695,0.672549,0.543137,0.684314,0.728359,0.707843,0.754902,0.641176
0.7,0.005882,0.280583,0.75098,0.699613,0.794118,0.496078,0.661213,0.664706,0.539216,0.664706,0.712138,0.692157,0.739216,0.637255
0.684314,0.005882,0.26859,0.739216,0.689752,0.790196,0.488235,0.653489,0.656863,0.527451,0.64902,0.695728,0.672549,0.723529,0.633333
0.680392,0.005882,0.25418,0.731373,0.683674,0.778431,0.496078,0.642917,0.656863,0.511765,0.637255,0.680563,0.656863,0.707843,0.633333
0.664706,0.005882,0.242825,0.723529,0.678422,0.766667,0.492157,0.629421,0.641176,0.523529,0.617647,0.667195,0.641176,0.696078,0.62549
0.660784,0.005882,0.230258,0.711765,0.666898,0.75098,0.488235,0.623459,0.637255,0.515686,0.601961,0.652042,0.62549,0.680392,0.621569
0.727451,0.005882,0.338713,0.801961,0.733193,0.856863,0.57451,0.273363,0.401961,0.601961,0.762745,0.795555,0.782353,0.817647,0.660784
0.652941,0.005882,0.213965,0.7,0.659203,0.747059,0.492157,0.61815,0.629412,0.492157,0.586275,0.638679,0.609804,0.668627,0.617647
0.852941,0.919608,0.915616,0.876471,0.852123,0.876471,0.394118,0.849655,0.84902,0.57451,0.707843,0.706524,0.778431,0.707843,0.786275
0.82549,0.9,0.898128,0.852941,0.824081,0.84902,0.343137,0.823238,0.82549,0.539216,0.668627,0.667156,0.641176,0.668627,0.754902
0.801961,0.884314,0.878854,0.829412,0.80204,0.845098,0.378431,0.797714,0.798039,0.507843,0.621569,0.621248,0.605882,0.621569,0.723529
0.778431,0.868627,0.8648,0.809804,0.779666,0.794118,0.366667,0.773671,0.77451,0.480392,0.590196,0.593058,0.570588,0.594118,0.692157
0.758824,0.852941,0.847971,0.790196,0.757507,0.821569,0.362745,0.750255,0.75098,0.464706,0.554902,0.558087,0.539216,0.558824,0.664706
0.715686,0.813725,0.81629,0.747059,0.715764,0.747059,0.362745,0.706319,0.711765,0.421569,0.492157,0.492157,0.523529,0.492157,0.613725
0.696078,0.798039,0.800529,0.731373,0.696626,0.813725,0.358824,0.68564,0.688235,0.409804,0.464706,0.464706,0.456863,0.464706,0.586275
0.680392,0.782353,0.784955,0.711765,0.678489,0.758824,0.358824,0.665758,0.672549,0.394118,0.437255,0.436869,0.445098,0.433333,0.566667
0.660784,0.762745,0.769043,0.692157,0.661397,0.7,0.347059,0.64695,0.652941,0.382353,0.421569,0.421569,0.417647,0.421569,0.543137
0.645098,0.747059,0.754777,0.676471,0.644501,0.766667,0.641176,0.62821,0.633333,0.378431,0.382353,0.385511,0.413725,0.378431,0.523529
0.629412,0.727451,0.741578,0.656863,0.628408,0.727451,0.62549,0.610316,0.617647,0.370588,0.362745,0.368998,0.460784,0.354902,0.503922
0.613725,0.707843,0.726845,0.641176,0.613039,0.739216,0.609804,0.5933,0.601961,0.362745,0.35098,0.35445,0.441176,0.35098,0.484314
0.598039,0.692157,0.714565,0.62549,0.598187,0.64902,0.598039,0.577052,0.586275,0.354902,0.327451,0.333587,0.421569,0.319608,0.464706
0.582353,0.672549,0.700929,0.609804,0.581946,0.7,0.582353,0.561298,0.570588,0.354902,0.315686,0.428442,0.401961,0.3,0.44902
0.735294,0.833333,0.831926,0.770588,0.735469,0.786275,0.362745,0.727997,0.731373,0.441176,0.523529,0.52281,0.511765,0.523529,0.637255
0.570588,0.656863,0.688456,0.594118,0.568737,0.656863,0.570588,0.545899,0.554902,0.35098,0.3,0.412019,0.382353,0.292157,0.429412
0.813725,0.786275,0.74093,0.82549,0.821881,0.833333,0.617647,0.819561,0.813725,0.676471,0.794118,0.794118,0.817647,0.794118,0.82549
0.782353,0.747059,0.69763,0.794118,0.790558,0.805882,0.562745,0.794165,0.782353,0.629412,0.758824,0.758824,0.766667,0.758824,0.794118
0.754902,0.711765,0.65467,0.766667,0.756249,0.778431,0.511765,0.759632,0.75098,0.586275,0.727451,0.727451,0.739216,0.727451,0.762745
0.727451,0.676471,0.617952,0.735294,0.731866,0.75098,0.464706,0.72811,0.723529,0.547059,0.692157,0.692157,0.707843,0.692157,0.739216
0.696078,0.645098,0.579167,0.707843,0.701767,0.739216,0.421569,0.70014,0.696078,0.527451,0.664706,0.664706,0.692157,0.664706,0.711765
0.652941,0.578431,0.509144,0.656863,0.655487,0.692157,0.354902,0.653501,0.645098,0.472549,0.609804,0.609346,0.672549,0.609804,0.664706
0.62549,0.558824,0.477924,0.641176,0.634874,0.660784,0.358824,0.625917,0.617647,0.456863,0.582353,0.581895,0.64902,0.582353,0.637255
0.601961,0.523529,0.442625,0.617647,0.6154,0.645098,0.343137,0.602352,0.594118,0.437255,0.554902,0.55445,0.62549,0.554902,0.613725
0.582353,0.503922,0.41492,0.586275,0.585904,0.62549,0.339216,0.583115,0.57451,0.421569,0.531373,0.530915,0.601961,0.531373,0.598039
0.558824,0.468627,0.391469,0.578431,0.564549,0.613725,0.343137,0.557769,0.558824,0.413725,0.507843,0.507385,0.578431,0.507843,0.57451
0.543137,0.44902,0.360569,0.562745,0.544055,0.586275,0.323529,0.540726,0.531373,0.413725,0.484314,0.483862,0.558824,0.484314,0.554902
0.527451,0.429412,0.33684,0.527451,0.528108,0.554902,0.343137,0.524721,0.507843,0.386275,0.464706,0.464248,0.539216,0.464706,0.539216
0.507843,0.394118,0.174119,0.519608,0.509378,0.55098,0.335294,0.505744,0.496078,0.398039,0.445098,0.444214,0.519608,0.445098,0.523529
0.484314,0.37451,0.156863,0.5,0.499276,0.523529,0.35098,0.483023,0.484314,0.378431,0.42549,0.424607,0.5,0.42549,0.503922
0.672549,0.613725,0.544488,0.684314,0.67792,0.696078,0.390196,0.673267,0.668627,0.5,0.637255,0.636797,0.696078,0.637255,0.684314
0.476471,0.35098,0.141176,0.488235,0.477745,0.511765,0.354902,0.473867,0.460784,0.378431,0.405882,0.405882,0.484314,0.405882,0.492157
0.601961,0.864706,0.452282,0.758824,0.603336,0.77451,0.601961,0.528263,0.558824,0.664706,0.711765,0.737657,0.22549,0.747059,0.641176
0.57451,0.845098,0.413848,0.735294,0.579266,0.735294,0.594118,0.489021,0.527451,0.652941,0.696078,0.721144,0.194118,0.731373,0.62549
0.554902,0.821569,0.380379,0.711765,0.556351,0.747059,0.586275,0.455521,0.503922,0.633333,0.680392,0.70225,0.178431,0.711765,0.613725
0.539216,0.801961,0.354749,0.696078,0.540218,0.747059,0.586275,0.429991,0.484314,0.62549,0.660784,0.678746,0.170588,0.688235,0.598039
0.523529,0.782353,0.332854,0.676471,0.527056,0.707843,0.57451,0.407512,0.468627,0.601961,0.652941,0.677308,0.170588,0.688235,0.586275
0.503922,0.739216,0.295835,0.645098,0.50422,0.692157,0.570588,0.376513,0.445098,0.586275,0.633333,0.654723,0.264706,0.664706,0.562745
0.492157,0.723529,0.28117,0.633333,0.495729,0.684314,0.562745,0.364729,0.433333,0.570588,0.617647,0.651744,0.319608,0.664706,0.55098
0.484314,0.703922,0.268227,0.617647,0.485802,0.672549,0.55098,0.355653,0.42549,0.558824,0.613725,0.649653,0.370588,0.664706,0.543137
0.476471,0.688235,0.256663,0.605882,0.478342,0.656863,0.547059,0.347868,0.417647,0.543137,0.613725,0.64795,0.401961,0.664706,0.531373
0.468627,0.668627,0.245968,0.594118,0.472271,0.641176,0.543137,0.34069,0.413725,0.535294,0.601961,0.635659,0.437255,0.652941,0.523529
0.464706,0.652941,0.236719,0.582353,0.465153,0.62549,0.535294,0.335559,0.405882,0.523529,0.601961,0.636748,0.472549,0.656863,0.515686
0.456863,0.637255,0.227236,0.570588,0.458328,0.609804,0.531373,0.331706,0.401961,0.515686,0.586275,0.627244,0.492157,0.64902,0.507843
0.44902,0.621569,0.219325,0.558824,0.453264,0.590196,0.519608,0.327549,0.398039,0.507843,0.586275,0.628538,0.511765,0.652941,0.5
0.445098,0.605882,0.211438,0.55098,0.446602,0.570588,0.511765,0.32109,0.390196,0.496078,0.578431,0.619793,0.527451,0.645098,0.492157
0.511765,0.758824,0.312194,0.660784,0.515228,0.7,0.57451,0.390987,0.452941,0.594118,0.637255,0.658555,0.209804,0.668627,0.57451
0.437255,0.590196,0.205152,0.539216,0.441494,0.578431,0.503922,0.317219,0.386275,0.492157,0.570588,0.614999,0.543137,0.641176,0.484314
0.754902,0.888235,0.587878,0.841176,0.756544,0.821569,0.566667,0.732189,0.739216,0.62549,0.82549,0.8413,0.437255,0.860784,0.715686
0.723529,0.864706,0.540727,0.813725,0.726569,0.805882,0.566667,0.696585,0.707843,0.609804,0.805882,0.821775,0.378431,0.845098,0.680392
0.696078,0.845098,0.496267,0.790196,0.697498,0.786275,0.554902,0.664786,0.676471,0.586275,0.786275,0.799452,0.335294,0.82549,0.652941
0.672549,0.82549,0.458805,0.766667,0.67224,0.758824,0.543137,0.634877,0.64902,0.590196,0.766667,0.780618,0.296078,0.809804,0.62549
0.64902,0.805882,0.428828,0.743137,0.648669,0.735294,0.554902,0.607714,0.62549,0.578431,0.762745,0.744756,0.268627,0.77451,0.598039
0.605882,0.766667,0.37946,0.703922,0.607817,0.676471,0.566667,0.559345,0.578431,0.594118,0.715686,0.722193,0.241176,0.743137,0.566667
0.590196,0.743137,0.359108,0.680392,0.590888,0.641176,0.562745,0.536703,0.558824,0.605882,0.707843,0.70002,0.233333,0.723529,0.554902
0.57451,0.727451,0.339461,0.664706,0.576432,0.605882,0.558824,0.517472,0.543137,0.590196,0.688235,0.686387,0.221569,0.707843,0.547059
0.558824,0.711765,0.323918,0.64902,0.55928,0.633333,0.547059,0.498322,0.527451,0.590196,0.668627,0.66799,0.209804,0.688235,0.543137
0.543137,0.684314,0.309509,0.633333,0.544154,0.590196,0.543137,0.481724,0.511765,0.582353,0.660784,0.659018,0.205882,0.680392,0.543137
0.531373,0.672549,0.300552,0.609804,0.531171,0.554902,0.535294,0.465075,0.496078,0.566667,0.641176,0.645667,0.194118,0.664706,0.539216
0.515686,0.652941,0.289441,0.598039,0.521501,0.57451,0.527451,0.451097,0.484314,0.562745,0.62549,0.625786,0.190196,0.645098,0.539216
0.507843,0.637255,0.285217,0.578431,0.509349,0.535294,0.519608,0.436951,0.472549,0.554902,0.605882,0.622213,0.186275,0.641176,0.539216
0.496078,0.613725,0.277465,0.566667,0.496706,0.484314,0.511765,0.42349,0.452941,0.543137,0.598039,0.608761,0.186275,0.62549,0.543137
0.62549,0.786275,0.402471,0.723529,0.627199,0.7,0.543137,0.582517,0.601961,0.598039,0.739216,0.736221,0.256863,0.758824,0.582353
0.484314,0.598039,0.269592,0.55098,0.48583,0.5,0.503922,0.411973,0.445098,0.543137,0.586275,0.600499,0.182353,0.617647,0.543137
0.711765,0.982353,0.583334,0.884314,0.712017,0.939216,0.676471,0.657136,0.672549,0.805882,0.935294,0.920367,0.456863,0.935294,0.731373
0.688235,0.978431,0.549805,0.868627,0.696837,0.927451,0.637255,0.612763,0.652941,0.770588,0.923529,0.90647,0.413725,0.923529,0.684314
0.664706,0.97451,0.51168,0.84902,0.670426,0.911765,0.645098,0.598209,0.617647,0.766667,0.907843,0.888651,0.354902,0.907843,0.680392
0.645098,0.97451,0.480519,0.841176,0.649372,0.9,0.64902,0.565946,0.598039,0.739216,0.896078,0.874754,0.307843,0.896078,0.688235
0.633333,0.970588,0.453737,0.97451,0.633867,0.888235,0.633333,0.537259,0.590196,0.711765,0.884314,0.860857,0.264706,0.884314,0.7
0.605882,0.966667,0.416465,0.970588,0.604829,0.864706,0.668627,0.517639,0.554902,0.747059,0.856863,0.838731,0.209804,0.856863,0.664706
0.594118,0.962745,0.399145,0.966667,0.639224,0.852941,0.641176,0.49809,0.543137,0.790196,0.84902,0.820232,0.186275,0.84902,0.637255
0.586275,0.958824,0.391934,0.962745,0.631289,0.841176,0.641176,0.481069,0.523529,0.778431,0.837255,0.806868,0.166667,0.837255,0.613725
0.621569,0.943137,0.379383,0.958824,0.622108,0.833333,0.621569,0.466902,0.515686,0.762745,0.829412,0.797425,0.143137,0.829412,0.594118
0.609804,0.954902,0.36737,0.958824,0.613459,0.821569,0.621569,0.457046,0.507843,0.75098,0.817647,0.784061,0.127451,0.817647,0.570588
0.605882,0.95098,0.376402,0.954902,0.605984,0.809804,0.605882,0.445107,0.5,0.762745,0.805882,0.77123,0.123529,0.805882,0.55098
0.594118,0.947059,0.377153,0.95098,0.598966,0.798039,0.641176,0.433441,0.496078,0.754902,0.794118,0.758399,0.111765,0.794118,0.531373
0.594118,0.943137,0.370001,0.947059,0.592609,0.790196,0.62549,0.423391,0.543137,0.75098,0.786275,0.748957,0.1,0.786275,0.539216
0.582353,0.939216,0.36239,0.947059,0.586738,0.798039,0.609804,0.4155,0.535294,0.743137,0.77451,0.736126,0.088235,0.77451,0.605882
0.609804,0.958824,0.436071,0.970588,0.618149,0.876471,0.692157,0.539694,0.570588,0.688235,0.872549,0.847493,0.237255,0.872549,0.688235
0.582353,0.935294,0.359088,0.943137,0.581373,0.766667,0.766667,0.481485,0.523529,0.739216,0.762745,0.723828,0.076471,0.762745,0.590196
0.641176,0.798039,0.465459,0.743137,0.643115,0.7,0.566667,0.583969,0.605882,0.590196,0.77451,0.780334,0.417647,0.794118,0.62549
0.605882,0.762745,0.414297,0.707843,0.610974,0.684314,0.55098,0.543925,0.57451,0.590196,0.747059,0.744488,0.370588,0.758824,0.594118
0.578431,0.727451,0.374201,0.672549,0.57913,0.656863,0.547059,0.508005,0.543137,0.609804,0.711765,0.714004,0.339216,0.727451,0.570588
0.55098,0.696078,0.340961,0.645098,0.552404,0.62549,0.543137,0.48184,0.515686,0.590196,0.688235,0.682837,0.319608,0.692157,0.558824
0.527451,0.660784,0.313226,0.613725,0.528827,0.656863,0.531373,0.454419,0.492157,0.57451,0.656863,0.654103,0.311765,0.664706,0.55098
0.484314,0.598039,0.273723,0.562745,0.488656,0.554902,0.507843,0.411211,0.44902,0.55098,0.609804,0.61487,0.311765,0.62549,0.543137
0.468627,0.570588,0.257307,0.539216,0.470201,0.558824,0.492157,0.391365,0.433333,0.531373,0.586275,0.593771,0.327451,0.601961,0.539216
0.452941,0.543137,0.242318,0.519608,0.454437,0.492157,0.480392,0.372204,0.413725,0.527451,0.566667,0.577152,0.323529,0.586275,0.535294
0.441176,0.511765,0.230968,0.496078,0.44097,0.492157,0.480392,0.356349,0.398039,0.515686,0.547059,0.553633,0.319608,0.562745,0.527451
0.42549,0.488235,0.21947,0.476471,0.42743,0.476471,0.460784,0.340567,0.386275,0.492157,0.527451,0.541956,0.335294,0.55098,0.519608
