OtsuT,KittlerT,LloydT,SungT,RidlerT,HuangT,RameshT,Li1T,Li2T,BrinkT,KapurT,SahooT,ShanbhagT,YenT,TsaiT
0.62549,0.766667,0.434538,0.735294,0.624711,0.660784,0.613725,0.551844,0.57451,0.688235,0.731373,0.724923,0.335294,0.731373,0.696078
0.609804,0.762745,0.425089,0.735294,0.611436,0.652941,0.609804,0.532706,0.562745,0.664706,0.711765,0.704957,0.311765,0.711765,0.696078
0.598039,0.747059,0.407556,0.719608,0.603039,0.64902,0.605882,0.522165,0.554902,0.656863,0.692157,0.685616,0.280392,0.692157,0.696078
0.586275,0.715686,0.399667,0.715686,0.593148,0.594118,0.613725,0.505278,0.547059,0.672549,0.676471,0.668947,0.260784,0.676471,0.692157
0.57451,0.7,0.384034,0.7,0.581399,0.590196,0.621569,0.491921,0.535294,0.652941,0.656863,0.649633,0.241176,0.656863,0.680392
0.57451,0.707843,0.374775,0.707843,0.579303,0.923529,0.601961,0.485993,0.523529,0.637255,0.641176,0.633294,0.221569,0.641176,0.680392
0.57451,0.688235,0.364327,0.696078,0.575771,0.931373,0.605882,0.472516,0.515686,0.621569,0.62549,0.61725,0.209804,0.62549,0.684314
0.566667,0.656863,0.351381,0.680392,0.574859,0.927451,0.613725,0.465788,0.507843,0.629412,0.609804,0.664877,0.198039,0.680392,0.676471
0.641176,0.817647,0.469876,0.758824,0.646693,0.719608,0.621569,0.586615,0.613725,0.715686,0.770588,0.764856,0.401961,0.770588,0.696078
0.562745,0.660784,0.343875,0.668627,0.565793,0.923529,0.598039,0.454822,0.5,0.613725,0.594118,0.585519,0.166667,0.594118,0.684314
0.747059,0.9,0.4453,0.833333,0.748472,0.864706,0.523529,0.7213,0.727451,0.566667,0.641176,0.804796,0.511765,0.860784,0.664706
0.719608,0.884314,0.386101,0.805882,0.719758,0.852941,0.519608,0.689323,0.696078,0.535294,0.590196,0.774853,0.452941,0.837255,0.629412
0.688235,0.864706,0.332729,0.778431,0.692034,0.794118,0.503922,0.658328,0.668627,0.511765,0.539216,0.744385,0.417647,0.813725,0.601961
0.664706,0.845098,0.288223,0.754902,0.66927,0.782353,0.480392,0.630799,0.645098,0.480392,0.480392,0.743913,0.386275,0.790196,0.582353
0.641176,0.833333,0.250016,0.735294,0.646096,0.770588,0.460784,0.606115,0.621569,0.460784,0.452941,0.724305,0.362745,0.77451,0.558824
0.601961,0.794118,0.17875,0.688235,0.603285,0.688235,0.515686,0.557089,0.578431,0.492157,0.668627,0.682282,0.343137,0.739216,0.519608
0.586275,0.77451,0.144206,0.672549,0.586121,0.668627,0.539216,0.536367,0.558824,0.468627,0.64902,0.661175,0.303922,0.719608,0.5
0.566667,0.762745,0.113111,0.645098,0.568195,0.652941,0.531373,0.517148,0.539216,0.484314,0.633333,0.642692,0.311765,0.703922,0.488235
0.55098,0.747059,0.081587,0.633333,0.552579,0.629412,0.543137,0.498162,0.523529,0.488235,0.609804,0.622022,0.288235,0.684314,0.476471
0.535294,0.727451,0.003922,0.613725,0.536781,0.605882,0.527451,0.481567,0.507843,0.515686,0.598039,0.604062,0.268627,0.664706,0.468627
0.523529,0.711765,0.003922,0.594118,0.522954,0.578431,0.519608,0.464819,0.492157,0.507843,0.601961,0.591702,0.268627,0.652941,0.456863
0.507843,0.696078,0.003922,0.57451,0.509285,0.554902,0.507843,0.450493,0.472549,0.496078,0.582353,0.578403,0.24902,0.637255,0.44902
0.496078,0.688235,0.003922,0.562745,0.497414,0.531373,0.503922,0.435706,0.464706,0.492157,0.562745,0.562783,0.233333,0.617647,0.445098
0.484314,0.668627,0.007061,0.55098,0.486255,0.5,0.496078,0.421834,0.452941,0.488235,0.562745,0.561544,0.241176,0.621569,0.445098
0.621569,0.813725,0.211217,0.711765,0.623186,0.754902,0.527451,0.5797,0.598039,0.503922,0.680392,0.694935,0.347059,0.754902,0.539216
0.472549,0.652941,0.003922,0.535294,0.474722,0.511765,0.488235,0.409854,0.441176,0.480392,0.547059,0.540276,0.217647,0.598039,0.441176
0.696078,0.994118,0.614657,0.998039,0.696545,0.688235,0.672549,0.633373,0.64902,0.860784,0.998039,0.893847,0.272549,0.998039,0.598039
0.668627,0.994118,0.579026,0.998039,0.670511,0.641176,0.668627,0.595658,0.617647,0.833333,0.998039,0.887847,0.209804,0.998039,0.62549
0.64902,0.994118,0.553294,0.998039,0.657866,0.629412,0.656863,0.561026,0.605882,0.809804,0.998039,0.890822,0.158824,0.998039,0.598039
0.633333,0.994118,0.530922,0.998039,0.637881,0.633333,0.641176,0.532145,0.578431,0.845098,0.998039,0.855088,0.123529,0.998039,0.562745
0.621569,0.994118,0.515786,0.998039,0.623734,0.598039,0.652941,0.513223,0.578431,0.856863,0.998039,0.837219,0.096078,0.998039,0.531373
0.601961,0.994118,0.498368,0.998039,0.603065,0.558824,0.62549,0.505076,0.547059,0.845098,0.998039,0.807437,0.056863,0.998039,0.503922
0.594118,0.990196,0.493774,0.994118,0.59594,0.570588,0.598039,0.488961,0.535294,0.841176,0.994118,0.985519,0.045098,0.994118,0.472549
0.586275,0.990196,0.48418,0.994118,0.587948,0.570588,0.601961,0.475084,0.527451,0.833333,0.994118,0.98505,0.037255,0.994118,0.44902
0.582353,0.990196,0.478255,0.994118,0.583082,0.547059,0.582353,0.462686,0.515686,0.845098,0.994118,0.987989,0.029412,0.994118,0.480392
0.57451,0.990196,0.469763,0.994118,0.574704,0.523529,0.645098,0.453524,0.511765,0.837255,0.994118,0.983799,0.021569,0.994118,0.503922
0.570588,0.986275,0.463767,0.990196,0.569777,0.507843,0.660784,0.44493,0.507843,0.82549,0.990196,0.979409,0.017647,0.990196,0.484314
0.566667,0.986275,0.458046,0.990196,0.567703,0.519608,0.641176,0.436012,0.503922,0.817647,0.990196,0.97894,0.013725,0.990196,0.480392
0.562745,0.986275,0.458388,0.990196,0.563118,0.519608,0.62549,0.428337,0.496078,0.813725,0.990196,0.978315,0.009804,0.990196,0.460784
0.558824,0.986275,0.454609,0.990196,0.559933,0.543137,0.609804,0.42159,0.492157,0.813725,0.990196,0.977689,0.005882,0.990196,0.519608
0.609804,0.994118,0.511072,0.998039,0.610911,0.590196,0.62549,0.510479,0.558824,0.852941,0.998039,0.804539,0.076471,0.998039,0.535294
0.566667,0.986275,0.450825,0.990196,0.566844,0.543137,0.598039,0.424834,0.488235,0.82549,0.990196,0.97722,0.005882,0.990196,0.531373
0.77451,0.782353,0.712663,0.786275,0.773773,0.958824,0.472549,0.762725,0.766667,0.590196,0.860784,0.860245,0.927451,0.860784,0.872549
0.739216,0.743137,0.668996,0.747059,0.739534,0.947059,0.468627,0.724559,0.731373,0.786275,0.837255,0.836702,0.613725,0.837255,0.852941
0.707843,0.703922,0.629076,0.711765,0.708018,0.939216,0.707843,0.688754,0.696078,0.766667,0.813725,0.813444,0.570588,0.813725,0.833333
0.680392,0.660784,0.592672,0.680392,0.679895,0.927451,0.680392,0.655704,0.664706,0.743137,0.790196,0.789915,0.547059,0.790196,0.809804
0.652941,0.62549,0.559136,0.64902,0.653651,0.927451,0.652941,0.624741,0.637255,0.723529,0.770588,0.770025,0.703922,0.770588,0.794118
0.605882,0.554902,0.498296,0.590196,0.605728,0.907843,0.605882,0.567542,0.578431,0.684314,0.723529,0.723244,0.703922,0.723529,0.758824
0.586275,0.519608,0.472096,0.558824,0.587098,0.888235,0.582353,0.542277,0.558824,0.664706,0.707843,0.707264,0.688235,0.707843,0.747059
0.566667,0.488235,0.44692,0.535294,0.566586,0.880392,0.566667,0.518623,0.539216,0.64902,0.688235,0.687656,0.688235,0.688235,0.727451
0.547059,0.456863,0.424885,0.511765,0.547767,0.876471,0.547059,0.496568,0.519608,0.637255,0.668627,0.668048,0.660784,0.668627,0.715686
0.531373,0.42549,0.402016,0.488235,0.530835,0.868627,0.531373,0.475167,0.5,0.617647,0.64902,0.655944,0.64902,0.656863,0.696078
0.515686,0.398039,0.381968,0.460784,0.515684,0.845098,0.519608,0.455701,0.484314,0.613725,0.637255,0.636377,0.790196,0.637255,0.688235
0.5,0.370588,0.363066,0.445098,0.501396,0.84902,0.507843,0.437565,0.468627,0.594118,0.617647,0.617054,0.778431,0.617647,0.672549
0.488235,0.343137,0.345544,0.42549,0.488248,0.845098,0.605882,0.420492,0.452941,0.582353,0.601961,0.605263,0.766667,0.605882,0.660784
0.476471,0.319608,0.328841,0.405882,0.476653,0.817647,0.590196,0.404501,0.441176,0.570588,0.590196,0.589299,0.758824,0.590196,0.645098
0.629412,0.590196,0.527508,0.617647,0.628068,0.915686,0.62549,0.595145,0.609804,0.7,0.747059,0.746772,0.727451,0.747059,0.778431
0.460784,0.296078,0.313081,0.386275,0.464751,0.813725,0.586275,0.389233,0.42549,0.566667,0.57451,0.574194,0.747059,0.57451,0.637255
0.758824,0.845098,0.671713,0.809804,0.759213,0.770588,0.480392,0.744434,0.747059,0.523529,0.833333,0.838257,0.621569,0.841176,0.813725
0.723529,0.817647,0.623431,0.778431,0.724086,0.703922,0.62549,0.704558,0.711765,0.676471,0.809804,0.810598,0.578431,0.813725,0.790196
0.692157,0.790196,0.581594,0.75098,0.692596,0.723529,0.613725,0.667314,0.676471,0.660784,0.778431,0.787139,0.55098,0.790196,0.762745
0.664706,0.762745,0.544507,0.723529,0.664722,0.641176,0.594118,0.634502,0.645098,0.652941,0.75098,0.766942,0.527451,0.770588,0.743137
0.637255,0.735294,0.509348,0.7,0.63851,0.652941,0.586275,0.603361,0.617647,0.641176,0.727451,0.747076,0.515686,0.75098,0.723529
0.590196,0.680392,0.448577,0.656863,0.59332,0.566667,0.562745,0.547189,0.566667,0.609804,0.696078,0.70069,0.515686,0.703922,0.688235
0.570588,0.656863,0.423348,0.641176,0.575062,0.562745,0.55098,0.521835,0.543137,0.601961,0.672549,0.691498,0.511765,0.696078,0.672549
0.554902,0.633333,0.399503,0.621569,0.555994,0.547059,0.543137,0.500118,0.523529,0.586275,0.660784,0.674507,0.515686,0.680392,0.656863
0.539216,0.609804,0.378124,0.605882,0.539888,0.445098,0.535294,0.478714,0.503922,0.57451,0.64902,0.659237,0.523529,0.664706,0.641176
0.523529,0.586275,0.35635,0.590196,0.524495,0.433333,0.527451,0.458847,0.488235,0.562745,0.629412,0.643787,0.531373,0.64902,0.629412
0.507843,0.562745,0.339209,0.57451,0.511354,0.409804,0.523529,0.441534,0.472549,0.55098,0.613725,0.631789,0.531373,0.637255,0.613725
0.496078,0.539216,0.321065,0.562745,0.499267,0.472549,0.515686,0.42406,0.460784,0.543137,0.601961,0.616101,0.535294,0.621569,0.605882
0.484314,0.515686,0.305459,0.55098,0.487645,0.445098,0.519608,0.409842,0.445098,0.531373,0.590196,0.6042,0.539216,0.609804,0.594118
0.476471,0.492157,0.292825,0.543137,0.47817,0.413725,0.515686,0.395136,0.433333,0.519608,0.582353,0.594494,0.539216,0.601961,0.582353
0.613725,0.707843,0.477983,0.676471,0.615587,0.566667,0.57451,0.573349,0.590196,0.621569,0.715686,0.723062,0.507843,0.727451,0.703922
0.464706,0.468627,0.277253,0.531373,0.466323,0.366667,0.515686,0.381042,0.42549,0.511765,0.570588,0.584224,0.547059,0.590196,0.570588
0.801961,0.782353,0.675113,0.805882,0.807554,0.794118,0.566667,0.817663,0.801961,0.723529,0.715686,0.715683,0.798039,0.688235,0.813725
0.766667,0.743137,0.619331,0.770588,0.771845,0.747059,0.503922,0.771457,0.766667,0.676471,0.668627,0.668627,0.770588,0.660784,0.778431
0.735294,0.703922,0.570657,0.739216,0.737193,0.735294,0.44902,0.743863,0.735294,0.637255,0.62549,0.62549,0.727451,0.62549,0.747059
0.703922,0.672549,0.525474,0.707843,0.708446,0.703922,0.401961,0.71614,0.703922,0.598039,0.586275,0.586275,0.703922,0.586275,0.715686
0.676471,0.637255,0.483279,0.680392,0.681512,0.676471,0.417647,0.680809,0.676471,0.562745,0.547059,0.547059,0.680392,0.547059,0.688235
0.617647,0.578431,0.406577,0.621569,0.623188,0.609804,0.390196,0.622175,0.617647,0.5,0.480392,0.603458,0.613725,0.609804,0.633333
0.594118,0.55098,0.372437,0.601961,0.600333,0.582353,0.358824,0.599251,0.590196,0.472549,0.44902,0.575815,0.586275,0.582353,0.609804
0.566667,0.523529,0.338464,0.570588,0.572394,0.554902,0.327451,0.57451,0.562745,0.445098,0.417647,0.548615,0.562745,0.554902,0.590196
0.539216,0.488235,0.30038,0.539216,0.548579,0.539216,0.311765,0.547149,0.539216,0.421569,0.390196,0.52445,0.535294,0.531373,0.566667
0.519608,0.460784,0.272968,0.523529,0.529264,0.511765,0.315686,0.531648,0.511765,0.401961,0.366667,0.500921,0.511765,0.507843,0.543137
0.503922,0.437255,0.246701,0.503922,0.504018,0.492157,0.292157,0.50232,0.5,0.378431,0.343137,0.477848,0.492157,0.484314,0.519608
0.472549,0.42549,0.222515,0.480392,0.490544,0.472549,0.284314,0.488977,0.472549,0.362745,0.319608,0.457591,0.468627,0.464706,0.5
0.456863,0.394118,0.199495,0.456863,0.470823,0.452941,0.739216,0.469141,0.456863,0.354902,0.3,0.437983,0.44902,0.445098,0.480392
0.433333,0.37451,0.178764,0.441176,0.451742,0.429412,0.723529,0.449971,0.433333,0.358824,0.280392,0.418375,0.429412,0.42549,0.460784
0.645098,0.605882,0.443751,0.64902,0.650372,0.645098,0.378431,0.649489,0.645098,0.531373,0.511765,0.631102,0.641176,0.637255,0.660784
0.429412,0.35098,0.155851,0.429412,0.429339,0.405882,0.711765,0.427317,0.413725,0.358824,0.260784,0.398768,0.409804,0.405882,0.441176
0.794118,0.762745,0.724798,0.801961,0.802153,0.813725,0.464706,0.801962,0.794118,0.652941,0.707843,0.707843,0.801961,0.707843,0.782353
0.758824,0.731373,0.681441,0.766667,0.763929,0.778431,0.401961,0.767611,0.754902,0.621569,0.676471,0.676248,0.676471,0.660784,0.747059
0.723529,0.688235,0.641498,0.735294,0.732649,0.747059,0.405882,0.732285,0.723529,0.586275,0.637255,0.636984,0.637255,0.613725,0.711765
0.692157,0.64902,0.59992,0.703922,0.701012,0.727451,0.382353,0.70056,0.688235,0.562745,0.590196,0.590196,0.590196,0.590196,0.680392
0.660784,0.621569,0.560649,0.676471,0.673443,0.692157,0.362745,0.672938,0.660784,0.535294,0.55098,0.55098,0.664706,0.55098,0.652941
0.605882,0.558824,0.492973,0.617647,0.611476,0.62549,0.315686,0.610698,0.601961,0.480392,0.484314,0.484219,0.613725,0.476471,0.594118
0.582353,0.515686,0.462403,0.594118,0.587822,0.601961,0.315686,0.586997,0.578431,0.456863,0.452941,0.452846,0.586275,0.445098,0.566667
0.554902,0.488235,0.433697,0.562745,0.556395,0.578431,0.292157,0.555319,0.554902,0.437255,0.421569,0.421477,0.562745,0.413725,0.543137
0.535294,0.480392,0.406626,0.539216,0.538393,0.55098,0.3,0.53737,0.531373,0.413725,0.394118,0.394026,0.535294,0.386275,0.519608
0.511765,0.433333,0.383868,0.511765,0.51211,0.531373,0.303922,0.510927,0.511765,0.398039,0.370588,0.370497,0.511765,0.362745,0.496078
0.484314,0.409804,0.359792,0.5,0.490112,0.503922,0.323529,0.492176,0.484314,0.386275,0.347059,0.350834,0.492157,0.339216,0.472549
0.468627,0.405882,0.339873,0.472549,0.472055,0.492157,0.668627,0.470777,0.464706,0.378431,0.323529,0.323438,0.468627,0.315686,0.456863
0.44902,0.366667,0.316334,0.456863,0.458806,0.468627,0.652941,0.454117,0.437255,0.370588,0.303922,0.307697,0.44902,0.296078,0.433333
0.429412,0.347059,0.296601,0.433333,0.432715,0.460784,0.637255,0.431279,0.42549,0.362745,0.288235,0.292045,0.429412,0.284314,0.413725
0.633333,0.586275,0.528181,0.645098,0.639149,0.656863,0.343137,0.641215,0.633333,0.507843,0.515686,0.515591,0.641176,0.507843,0.621569
0.413725,0.323529,0.277685,0.413725,0.414132,0.437255,0.621569,0.412623,0.409804,0.358824,0.272549,0.272442,0.409804,0.264706,0.398039
0.668627,0.798039,0.47034,0.762745,0.670244,0.798039,0.566667,0.576154,0.605882,0.590196,0.77451,0.771033,0.527451,0.794118,0.641176
0.637255,0.762745,0.422097,0.731373,0.63909,0.77451,0.535294,0.590669,0.609804,0.562745,0.747059,0.732804,0.480392,0.758824,0.609804
0.605882,0.731373,0.37993,0.696078,0.610061,0.747059,0.511765,0.557183,0.578431,0.578431,0.711765,0.710788,0.452941,0.727451,0.586275
0.582353,0.7,0.348639,0.668627,0.586651,0.715686,0.531373,0.525274,0.55098,0.547059,0.692157,0.676866,0.429412,0.692157,0.566667
0.562745,0.664706,0.31614,0.641176,0.56414,0.703922,0.515686,0.501333,0.531373,0.535294,0.660784,0.654125,0.413725,0.664706,0.547059
0.519608,0.605882,0.269918,0.586275,0.521325,0.633333,0.507843,0.458552,0.488235,0.539216,0.601961,0.607839,0.382353,0.617647,0.535294
0.503922,0.578431,0.2508,0.566667,0.505083,0.621569,0.5,0.438392,0.472549,0.515686,0.578431,0.589108,0.401961,0.598039,0.531373
0.480392,0.55098,0.23096,0.547059,0.484884,0.578431,0.488235,0.425913,0.452941,0.507843,0.562745,0.568724,0.386275,0.578431,0.531373
0.468627,0.523529,0.214806,0.523529,0.469719,0.562745,0.480392,0.406978,0.437255,0.496078,0.535294,0.546424,0.358824,0.554902,0.523529
0.452941,0.496078,0.20166,0.507843,0.454424,0.543137,0.460784,0.392002,0.421569,0.492157,0.519608,0.527472,0.362745,0.535294,0.519608
0.437255,0.472549,0.190539,0.484314,0.439059,0.523529,0.460784,0.375284,0.409804,0.468627,0.5,0.515211,0.362745,0.523529,0.507843
0.42549,0.452941,0.179474,0.472549,0.427135,0.472549,0.472549,0.361321,0.394118,0.456863,0.480392,0.50796,0.390196,0.519608,0.496078
0.413725,0.42549,0.172081,0.456863,0.415366,0.44902,0.472549,0.348311,0.382353,0.445098,0.464706,0.491369,0.394118,0.503922,0.484314
0.398039,0.398039,0.184042,0.441176,0.40267,0.417647,0.468627,0.336198,0.370588,0.437255,0.44902,0.472691,0.37451,0.484314,0.472549
0.539216,0.637255,0.292351,0.613725,0.545035,0.672549,0.507843,0.477133,0.507843,0.543137,0.629412,0.634122,0.405882,0.645098,0.535294
0.390196,0.37451,0.176454,0.429412,0.394144,0.452941,0.476471,0.323263,0.358824,0.433333,0.437255,0.460977,0.401961,0.472549,0.464706
0.354902,0.064706,0.221205,0.217647,0.355698,0.260784,0.617647,0.219522,0.303922,0.582353,0.907843,0.805674,0.703922,0.931373,0.554902
0.335294,0.037255,0.201623,0.217647,0.336278,0.22549,0.570588,0.208072,0.284314,0.531373,0.896078,0.650541,0.656863,0.915686,0.515686
0.315686,0.021569,0.183441,0.213725,0.316139,0.194118,0.515686,0.197604,0.272549,0.484314,0.876471,0.608901,0.613725,0.876471,0.480392
0.296078,0.013725,0.166964,0.280392,0.300793,0.166667,0.476471,0.188182,0.256863,0.445098,0.856863,0.720585,0.578431,0.892157,0.44902
0.284314,0.009804,0.148809,0.280392,0.283973,0.143137,0.441176,0.179715,0.245098,0.417647,0.833333,0.829413,0.547059,0.876471,0.421569
0.252941,0.005882,0.119146,0.256863,0.257767,0.111765,0.711765,0.165841,0.221569,0.378431,0.821569,0.801961,0.480392,0.821569,0.370588
0.241176,0.005882,0.104997,0.24902,0.246729,0.096078,0.680392,0.160158,0.213725,0.366667,0.805882,0.786275,0.44902,0.805882,0.347059
0.233333,0.005882,0.092753,0.241176,0.234246,0.084314,0.668627,0.153288,0.205882,0.362745,0.794118,0.770589,0.417647,0.794118,0.323529
0.221569,0.005882,0.081192,0.241176,0.227301,0.076471,0.672549,0.148829,0.198039,0.362745,0.778431,0.754903,0.390196,0.778431,0.307843
0.217647,0.005882,0.069519,0.233333,0.222273,0.068627,0.64902,0.144032,0.190196,0.362745,0.766667,0.739216,0.366667,0.766667,0.288235
0.213725,0.005882,0.058718,0.233333,0.222693,0.354902,0.656863,0.137832,0.186275,0.362745,0.75098,0.72353,0.343137,0.75098,0.272549
0.209804,0.005882,0.050727,0.245098,0.238735,0.319608,0.645098,0.133545,0.178431,0.362745,0.739216,0.707844,0.319608,0.739216,0.256863
0.22549,0.005882,0.042452,0.241176,0.238704,0.296078,0.629412,0.131738,0.186275,0.362745,0.723529,0.696079,0.3,0.723529,0.245098
0.22549,0.005882,0.034788,0.233333,0.234789,0.276471,0.637255,0.12922,0.190196,0.358824,0.711765,0.680393,0.284314,0.711765,0.233333
0.268627,0.005882,0.133333,0.264706,0.268668,0.127451,0.413725,0.172312,0.233333,0.394118,0.837255,0.817648,0.511765,0.837255,0.394118
0.209804,0.005882,0.023347,0.22549,0.230622,0.245098,0.621569,0.147179,0.198039,0.35098,0.7,0.668628,0.268627,0.7,0.217647
0.841176,0.896078,0.907477,0.856863,0.836395,0.9,0.468627,0.83585,0.837255,0.594118,0.605882,0.605882,0.692157,0.605882,0.758824
0.813725,0.876471,0.88664,0.833333,0.811992,0.841176,0.417647,0.807467,0.809804,0.558824,0.547059,0.562454,0.641176,0.547059,0.723529
0.786275,0.852941,0.867827,0.805882,0.786304,0.813725,0.394118,0.780419,0.782353,0.523529,0.515686,0.515539,0.327451,0.507843,0.692157
0.762745,0.829412,0.85154,0.782353,0.761951,0.837255,0.394118,0.754292,0.758824,0.492157,0.480392,0.480084,0.539216,0.464706,0.660784
0.739216,0.805882,0.831821,0.758824,0.737886,0.809804,0.378431,0.729761,0.731373,0.468627,0.445098,0.452578,0.668627,0.437255,0.629412
0.696078,0.762745,0.797755,0.711765,0.694681,0.782353,0.35098,0.682742,0.688235,0.417647,0.386275,0.39344,0.409804,0.366667,0.57451
0.676471,0.739216,0.781357,0.692157,0.675022,0.782353,0.339216,0.661337,0.668627,0.401961,0.358824,0.369842,0.323529,0.343137,0.55098
0.656863,0.715686,0.766373,0.672549,0.656504,0.754902,0.64902,0.640483,0.645098,0.386275,0.339216,0.342086,0.570588,0.307843,0.527451
0.637255,0.692157,0.750936,0.64902,0.638237,0.711765,0.633333,0.620389,0.629412,0.37451,0.307843,0.319237,0.558824,0.307843,0.503922
0.621569,0.668627,0.737497,0.633333,0.621208,0.692157,0.617647,0.601176,0.609804,0.362745,0.288235,0.306598,0.547059,0.268627,0.484314
0.605882,0.64902,0.722612,0.613725,0.604341,0.652941,0.601961,0.582332,0.590196,0.354902,0.268627,0.275972,0.535294,0.260784,0.464706
0.590196,0.62549,0.707979,0.594118,0.588962,0.692157,0.586275,0.564924,0.57451,0.35098,0.256863,0.275145,0.515686,0.241176,0.445098
0.57451,0.605882,0.694224,0.57451,0.573915,0.680392,0.570588,0.54821,0.558824,0.35098,0.233333,0.401418,0.507843,0.221569,0.42549
0.558824,0.582353,0.683182,0.558824,0.559518,0.64902,0.558824,0.532022,0.543137,0.347059,0.421569,0.287456,0.480392,0.209804,0.409804
0.715686,0.786275,0.815857,0.735294,0.715535,0.809804,0.366667,0.70568,0.707843,0.441176,0.409804,0.421005,0.335294,0.398039,0.601961
0.547059,0.562745,0.671032,0.543137,0.54585,0.594118,0.547059,0.516312,0.527451,0.343137,0.409804,0.274539,0.460784,0.198039,0.394118
0.845098,0.696078,0.960784,0.845098,0.839792,0.84902,0.523529,0.844529,0.845098,0.739216,0.743137,0.750952,0.84902,0.75098,0.778431
0.813725,0.645098,0.956863,0.817647,0.812764,0.813725,0.492157,0.816625,0.813725,0.7,0.7,0.711714,0.821569,0.711765,0.75098
0.790196,0.590196,0.94902,0.790196,0.785375,0.794118,0.460784,0.789682,0.790196,0.656863,0.656863,0.773227,0.794118,0.801961,0.727451
0.762745,0.535294,0.941176,0.762745,0.758956,0.75098,0.437255,0.761913,0.762745,0.629412,0.629412,0.743747,0.766667,0.770588,0.703922
0.739216,0.488235,0.937255,0.739216,0.737407,0.739216,0.590196,0.738567,0.739216,0.594118,0.594118,0.720517,0.747059,0.75098,0.680392
0.692157,0.401961,0.921569,0.692157,0.687223,0.688235,0.523529,0.690545,0.688235,0.535294,0.531373,0.675322,0.7,0.711765,0.637255
0.668627,0.354902,0.917647,0.668627,0.666995,0.668627,0.496078,0.668098,0.668627,0.507843,0.5,0.653338,0.676471,0.692157,0.617647
0.645098,0.311765,0.909804,0.645098,0.647655,0.652941,0.468627,0.646277,0.645098,0.484314,0.472549,0.629734,0.656863,0.668627,0.601961
0.629412,0.272549,0.905882,0.62549,0.623999,0.629412,0.441176,0.624995,0.62549,0.460784,0.445098,0.607826,0.633333,0.64902,0.582353
0.605882,0.221569,0.898039,0.598039,0.600926,0.605882,0.417647,0.604516,0.598039,0.441176,0.484314,0.528727,0.613725,0.629412,0.566667
0.586275,0.201961,0.890196,0.578431,0.581324,0.590196,0.394118,0.582283,0.586275,0.42549,0.460784,0.509373,0.594118,0.609804,0.55098
0.570588,0.170588,0.886275,0.558824,0.5649,0.55098,0.370588,0.565647,0.566667,0.409804,0.441176,0.48872,0.57451,0.594118,0.531373
0.55098,0.154902,0.877902,0.55098,0.549592,0.543137,0.35098,0.550244,0.55098,0.398039,0.421569,0.469064,0.558824,0.57451,0.515686
0.527451,0.119608,0.796,0.527451,0.531819,0.527451,0.331373,0.52947,0.527451,0.386275,0.398039,0.449842,0.539216,0.554902,0.503922
0.715686,0.445098,0.929412,0.715686,0.711011,0.715686,0.554902,0.714232,0.711765,0.562745,0.558824,0.699686,0.723529,0.735294,0.660784
0.515686,0.57451,0.778522,0.515686,0.517816,0.515686,0.731373,0.515204,0.515686,0.378431,0.382353,0.433376,0.523529,0.539216,0.492157
0.833333,0.766667,0.747249,0.837255,0.839019,0.841176,0.554902,0.842271,0.833333,0.676471,0.75098,0.750885,0.841176,0.743137,0.82549
0.801961,0.731373,0.705188,0.805882,0.810259,0.817647,0.523529,0.813963,0.801961,0.645098,0.711765,0.711618,0.805882,0.7,0.794118
0.778431,0.688235,0.664931,0.782353,0.780233,0.790196,0.476471,0.786621,0.778431,0.637255,0.676471,0.676231,0.782353,0.656863,0.766667
0.75098,0.64902,0.625668,0.754902,0.755791,0.766667,0.437255,0.755295,0.75098,0.609804,0.629412,0.629412,0.754902,0.629412,0.739216
0.719608,0.617647,0.588117,0.731373,0.732696,0.75098,0.394118,0.732126,0.719608,0.578431,0.594118,0.594118,0.739216,0.594118,0.715686
0.672549,0.55098,0.523767,0.676471,0.678088,0.680392,0.319608,0.677226,0.668627,0.527451,0.535294,0.54296,0.684314,0.531373,0.664706
0.64902,0.511765,0.49324,0.656863,0.654838,0.668627,0.288235,0.657071,0.641176,0.507843,0.503922,0.515448,0.660784,0.5,0.645098
0.629412,0.480392,0.462722,0.637255,0.639014,0.645098,0.343137,0.641358,0.62549,0.484314,0.476471,0.487997,0.637255,0.472549,0.621569
0.609804,0.456863,0.437656,0.609804,0.610664,0.629412,0.323529,0.609421,0.609804,0.460784,0.452941,0.460559,0.617647,0.445098,0.598039
0.586275,0.433333,0.407731,0.598039,0.596856,0.598039,0.362745,0.595604,0.578431,0.445098,0.42549,0.433165,0.594118,0.421569,0.582353
0.562745,0.409804,0.383453,0.578431,0.577085,0.594118,0.347059,0.57572,0.562745,0.441176,0.401961,0.409636,0.57451,0.398039,0.558824
0.543137,0.37451,0.360292,0.558824,0.557726,0.566667,0.343137,0.556245,0.543137,0.413725,0.382353,0.389971,0.554902,0.37451,0.539216
0.535294,0.362745,0.336991,0.535294,0.535547,0.535294,0.335294,0.533883,0.519608,0.398039,0.358824,0.366499,0.535294,0.354902,0.527451
0.511765,0.335294,0.316049,0.511765,0.51356,0.535294,0.315686,0.523619,0.511765,0.386275,0.339216,0.346891,0.519608,0.335294,0.507843
0.7,0.582353,0.555845,0.703922,0.705105,0.7,0.354902,0.704395,0.696078,0.55098,0.566667,0.574333,0.707843,0.562745,0.688235
0.503922,0.315686,0.294113,0.503922,0.504066,0.511765,0.303922,0.502243,0.488235,0.378431,0.323529,0.331141,0.5,0.315686,0.492157
