0.945098,0,0.902751,0.265667,0.451375,0.265667,0.877425,0.565243,0.590591,0.734437,0.720459,0.888531
0.909804,0,0.902237,0.049696,0.451118,0.049696,0.898285,0.468878,0.590334,0.685810,0.721891,0.908213
0.956863,0,0.954554,0.025406,0.477277,0.500000,0.952441,0.487323,0.616493,0.721095,0.763655,0.957962
0.996078,0,0.968149,0.025252,0.484074,0.500000,0.965596,0.496382,0.623290,0.732410,0.774591,0.965691
0.866667,0,0.867885,0.300092,0.433943,0.300092,0.838007,0.563092,0.573158,0.716037,0.691786,0.896763
0.941176,0,0.886682,0.273249,0.443341,0.273249,0.856764,0.575462,0.582556,0.731581,0.706873,0.872469
0.960784,0,0.957643,0.021223,0.478821,0.500000,0.955476,0.489154,0.618037,0.723552,0.766233,0.959443
0.847059,0,0.831578,0.037739,0.415789,0.037739,0.827832,0.431302,0.555005,0.631877,0.665319,0.830103
0.882353,0,0.908091,0.040823,0.454045,0.040823,0.904525,0.470172,0.593261,0.689370,0.726470,0.903831
0.929412,0,0.904506,0.261553,0.452253,0.261553,0.877692,0.573048,0.591469,0.739227,0.721677,0.923518
0.941176,0,0.943188,0.019362,0.471594,0.500000,0.941207,0.480896,0.610810,0.712212,0.754576,0.942821
0.427451,1,0.903271,0.271534,0.451636,0.271534,0.876522,0.571974,0.590851,0.738074,0.720677,0.861866
0.952941,0,0.952201,0.023145,0.476101,0.500000,0.949751,0.487720,0.615316,0.720123,0.761792,0.949548
0.972549,0,0.886282,0.259123,0.443141,0.259123,0.855177,0.580441,0.582357,0.733881,0.706482,0.935374
0.945098,0,0.939434,0.040046,0.469717,0.040046,0.936465,0.483607,0.608932,0.711704,0.751570,0.939244
0.968627,0,0.965880,0.019862,0.482940,0.500000,0.963574,0.494033,0.622156,0.730102,0.772909,0.966034
0.921569,0,0.907460,0.275048,0.453730,0.275048,0.886465,0.548616,0.592945,0.728432,0.724840,0.929970
0.894118,0,0.904033,0.029473,0.452016,0.029473,0.900649,0.467251,0.591232,0.685886,0.723400,0.898601
0.917647,0,0.871853,0.298977,0.435926,0.298977,0.839521,0.576319,0.575142,0.724646,0.694561,0.855823
0.956863,0,0.958956,0.024598,0.479478,0.500000,0.956565,0.490899,0.618694,0.725081,0.767228,0.960568
0.894118,0,0.868986,0.046052,0.434493,0.046052,0.864952,0.451952,0.573709,0.660796,0.695222,0.870657
0.956863,0,0.907250,0.272518,0.453625,0.272518,0.877507,0.588019,0.592841,0.748106,0.723401,0.918781
0.941176,0,0.874072,0.275548,0.437036,0.275548,0.838398,0.592336,0.576252,0.733788,0.695817,0.893009
0.980392,0,0.963639,0.034087,0.481819,0.034087,0.959858,0.499965,0.621035,0.731963,0.771093,0.974341
0.882353,0,0.863310,0.043968,0.431655,0.043968,0.858701,0.451470,0.570871,0.657737,0.690705,0.864487
0.941176,0,0.945033,0.026744,0.472516,0.500000,0.942840,0.482837,0.611732,0.714104,0.756112,0.945684
0.937255,0,0.893365,0.260392,0.446682,0.260392,0.862238,0.585179,0.585898,0.739779,0.712142,0.869759
0.925490,0,0.885793,0.266928,0.442896,0.266928,0.860931,0.552579,0.582112,0.719653,0.707064,0.912208
0.905882,0,0.874428,0.058439,0.437214,0.058439,0.869423,0.459013,0.576430,0.667042,0.699492,0.875070
0.933333,0,0.855693,0.260400,0.427847,0.260400,0.821537,0.573415,0.567062,0.715169,0.681235,0.894351
0.988235,0,0.960902,0.265452,0.480451,0.265452,0.942935,0.566438,0.619667,0.763968,0.767910,0.954408
0.929412,0,0.882390,0.278531,0.441195,0.278531,0.854519,0.563682,0.580411,0.723536,0.703752,0.827147
0.933333,0,0.852336,0.265559,0.426168,0.265559,0.819001,0.567678,0.565384,0.710623,0.678755,0.875768
0.960784,0,0.906735,0.276386,0.453367,0.276386,0.883196,0.559668,0.592583,0.733619,0.723894,0.865697
0.745098,0,0.762200,0.034133,0.381100,0.034133,0.758646,0.394593,0.520316,0.579169,0.609738,0.751278
0.960784,0,0.947110,0.023576,0.473555,0.500000,0.944508,0.485829,0.612771,0.716640,0.757800,0.944697
0.870588,0,0.861897,0.035356,0.430948,0.035356,0.858436,0.445806,0.570164,0.654192,0.689525,0.861547
0.933333,0,0.911276,0.260569,0.455638,0.260569,0.886180,0.569537,0.594853,0.740830,0.727342,0.885614
0.901961,0,0.896294,0.043414,0.448147,0.043414,0.892100,0.466871,0.587363,0.681849,0.717010,0.896877
0.980392,0,0.959400,0.032503,0.479700,0.032503,0.956781,0.492213,0.618916,0.725962,0.767835,0.964008
0.823529,0,0.819329,0.022361,0.409664,0.500000,0.816894,0.419601,0.548880,0.619938,0.655810,0.822934
0.945098,0,0.889881,0.263491,0.444941,0.263491,0.859569,0.579286,0.584156,0.735090,0.709394,0.880555
0.941176,0,0.892213,0.264667,0.446107,0.264667,0.868404,0.551907,0.585322,0.722505,0.712226,0.851793
0.988235,0,0.931489,0.264406,0.465745,0.264406,0.904192,0.592383,0.604960,0.762352,0.743235,0.892104
0.941176,0,0.945429,0.017908,0.472715,0.500000,0.943652,0.481083,0.611930,0.713421,0.756756,0.942539
0.952941,0,0.965485,0.021415,0.482742,0.500000,0.963211,0.493674,0.621958,0.729725,0.772409,0.965470
0.447059,1,0.904907,0.262976,0.452453,0.262976,0.878853,0.569875,0.591669,0.737834,0.722094,0.885253
0.917647,0,0.884144,0.279493,0.442072,0.279493,0.854287,0.573547,0.581288,0.729359,0.704837,0.901877
0.956863,0,0.933880,0.263268,0.466940,0.263268,0.918696,0.537563,0.606156,0.736024,0.746585,0.943174
0.964706,0,0.959969,0.039454,0.479985,0.039454,0.957416,0.492192,0.619200,0.726235,0.768006,0.960975
0.874510,0,0.853256,0.023952,0.426628,0.500000,0.850782,0.437143,0.565844,0.645556,0.682748,0.854208
0.878431,0,0.862851,0.281792,0.431426,0.281792,0.830688,0.569644,0.570641,0.716827,0.687371,0.834214
0.921569,0,0.919531,0.258062,0.459765,0.258062,0.913218,0.488675,0.598981,0.704346,0.735626,0.914643
0.972549,0,0.911065,0.277947,0.455532,0.277947,0.885886,0.569781,0.594748,0.740848,0.727180,0.949414
0.968627,0,0.933769,0.032680,0.466885,0.032680,0.930537,0.481917,0.606100,0.708037,0.747115,0.937802
0.933333,0,0.889488,0.264260,0.444744,0.264260,0.863823,0.558439,0.583960,0.724430,0.709788,0.858599
0.925490,0,0.873828,0.266167,0.436914,0.266167,0.845610,0.559721,0.576130,0.717296,0.696889,0.879348
0.945098,0,0.919335,0.279354,0.459668,0.279354,0.896464,0.564390,0.598883,0.742255,0.734101,0.916963
0.952941,0,0.894614,0.266190,0.447307,0.266190,0.865688,0.576188,0.586523,0.735887,0.713392,0.867112
