Valoare pixel,Clasa pixel,Average threshold,Midrange threshold,White threshold,Bernsen threshold,Niblack threshold,Sauvola threshold,Wolf threshold,Phansalkar threshold,Nick threshold,Gaussian threshold
0.819608,0,0.714973,0.277701,0.357487,0.277701,0.676473,0.494584,0.357487,0.60617,0.566904,0.74745
0.980392,0,0.890156,0.302553,0.445078,0.302553,0.852166,0.613507,0.445078,0.752404,0.708197,0.880419
0.882353,0,0.861716,0.066451,0.430858,0.066451,0.856418,0.453595,0.430858,0.658012,0.689322,0.861467
0.992157,0,0.967625,0.032326,0.483812,0.032326,0.964581,0.49848,0.483812,0.733203,0.774191,0.968623
0.937255,0,0.84488,0.295486,0.42244,0.295486,0.808418,0.575867,0.42244,0.711036,0.672064,0.852527
0.905882,0,0.825357,0.284483,0.412678,0.284483,0.793448,0.543845,0.412678,0.685288,0.657259,0.870715
0.956863,0,0.929554,0.26872,0.464777,0.26872,0.909162,0.559183,0.464777,0.744724,0.742738,0.941452
0.94902,0,0.962199,0.034525,0.4811,0.034525,0.958897,0.496926,0.4811,0.729721,0.769775,0.963874
0.921569,0,0.933264,0.049558,0.466632,0.049558,0.927784,0.492103,0.466632,0.712898,0.746573,0.928828
0.941176,0,0.935549,0.03674,0.467775,0.03674,0.931849,0.485015,0.467775,0.710478,0.7485,0.930115
0.776471,0,0.788163,0.011165,0.394082,0.5,0.786605,0.400199,0.394082,0.594788,0.630595,0.788305
0.85098,0,0.790034,0.310773,0.395017,0.310773,0.757357,0.523594,0.395017,0.657652,0.628722,0.760892
0.905882,0,0.879556,0.072303,0.439778,0.072303,0.872209,0.471961,0.439778,0.676088,0.703612,0.888948
0.972549,0,0.954456,0.041769,0.477228,0.041769,0.950838,0.494428,0.477228,0.724612,0.763564,0.953577
0.909804,0,0.882522,0.083514,0.441261,0.083514,0.876905,0.465947,0.441261,0.674542,0.705949,0.89204
0.803922,0,0.78683,0.020692,0.393415,0.5,0.784275,0.403428,0.393415,0.595751,0.629507,0.787765
0.447059,1,0.876953,0.310135,0.438476,0.310135,0.847984,0.565001,0.438476,0.721497,0.699209,0.831029
0.839216,0,0.836771,0.303676,0.418386,0.303676,0.815603,0.506606,0.418386,0.67225,0.668138,0.85688
0.937255,0,0.860888,0.305006,0.430444,0.305006,0.83437,0.544144,0.430444,0.703053,0.686722,0.893925
0.717647,0,0.685905,0.277709,0.342952,0.277709,0.653627,0.453218,0.342952,0.571218,0.54501,0.714032
0.913725,0,0.81808,0.313718,0.40904,0.313718,0.785826,0.540459,0.40904,0.679986,0.651338,0.802092
0.945098,0,0.952655,0.034318,0.476327,0.034318,0.949293,0.492275,0.476327,0.722635,0.762141,0.953627
0.980392,0,0.908626,0.266198,0.454313,0.266198,0.878831,0.589144,0.454313,0.749355,0.724548,0.913258
0.411765,1,0.820304,0.308612,0.410152,0.308612,0.783597,0.560119,0.410152,0.690955,0.652218,0.747954
0.901961,0,0.863068,0.309343,0.431534,0.309343,0.846131,0.504337,0.431534,0.684153,0.689743,0.892742
0.784314,0,0.799349,0.047497,0.399674,0.047497,0.796022,0.412917,0.399674,0.606698,0.639721,0.800835
0.796078,0,0.797321,0.022614,0.398661,0.5,0.795244,0.406909,0.398661,0.602681,0.637887,0.79448
0.956863,0,0.882053,0.310158,0.441027,0.310158,0.851635,0.574656,0.441027,0.728877,0.703068,0.814455
0.333333,1,0.783277,0.263806,0.391639,0.263806,0.749936,0.521707,0.391639,0.653368,0.623193,0.73996
0.768627,0,0.671334,0.307674,0.335667,0.307674,0.635013,0.457108,0.335667,0.56609,0.532256,0.669077
0.454902,1,0.88804,0.274471,0.44402,0.274471,0.856055,0.585486,0.44402,0.737288,0.707627,0.846167
0.968627,0,0.961229,0.029719,0.480615,0.029719,0.958273,0.494765,0.480615,0.728153,0.769142,0.962778
0.360784,1,0.803528,0.310096,0.401764,0.310096,0.768061,0.543699,0.401764,0.674412,0.639019,0.758346
0.843137,0,0.847403,0.298116,0.423701,0.298116,0.827768,0.50657,0.423701,0.677503,0.67685,0.847859
0.847059,0,0.823774,0.299562,0.411887,0.299562,0.793955,0.534227,0.411887,0.679676,0.656623,0.860644
0.878431,0,0.82102,0.307512,0.41051,0.307512,0.786773,0.550546,0.41051,0.686504,0.653348,0.809692
0.819608,0,0.752407,0.296501,0.376204,0.296501,0.716631,0.510269,0.376204,0.632414,0.59778,0.80986
0.784314,0,0.788399,0.071811,0.394199,0.071811,0.78347,0.413553,0.394199,0.601608,0.630665,0.786502
0.831373,0,0.807406,0.290396,0.403703,0.290396,0.779449,0.516126,0.403703,0.662489,0.643551,0.73867
0.921569,0,0.913321,0.268097,0.456661,0.268097,0.899935,0.517552,0.456661,0.715753,0.73019,0.923029
0.960784,0,0.857504,0.291373,0.428752,0.291373,0.822498,0.578258,0.428752,0.718498,0.682513,0.893603
0.843137,0,0.764891,0.302884,0.382445,0.302884,0.730641,0.512921,0.382445,0.639891,0.608143,0.77713
0.847059,0,0.850644,0.017178,0.425322,0.5,0.848492,0.434441,0.425322,0.642905,0.680571,0.851033
0.807843,0,0.789649,0.010811,0.394825,0.5,0.787972,0.401419,0.394825,0.596135,0.63189,0.790385
0.894118,0,0.696214,0.277885,0.348107,0.277885,0.649454,0.510248,0.348107,0.604868,0.549512,0.745212
0.952941,0,0.956269,0.04093,0.478134,0.04093,0.952849,0.494424,0.478134,0.725513,0.765036,0.953402
0.905882,0,0.847862,0.299093,0.423931,0.299093,0.824999,0.520476,0.423931,0.684711,0.676777,0.848637
0.85098,0,0.72749,0.294902,0.363745,0.294902,0.690165,0.498981,0.363745,0.614509,0.577301,0.778304
0.921569,0,0.88508,0.259508,0.44254,0.259508,0.857596,0.563693,0.44254,0.724878,0.706246,0.878858
0.917647,0,0.903298,0.305006,0.451649,0.305006,0.890875,0.507536,0.451649,0.705742,0.722234,0.910517
0.937255,0,0.964753,0.031626,0.482376,0.031626,0.961593,0.497559,0.482376,0.73131,0.771834,0.964189
0.898039,0,0.895597,0.276271,0.447798,0.276271,0.867502,0.573116,0.447798,0.734833,0.714594,0.920386
0.913725,0,0.920562,0.046782,0.460281,0.046782,0.916806,0.4775,0.460281,0.69925,0.73644,0.917195
0.878431,0,0.834491,0.280377,0.417245,0.280377,0.806511,0.533532,0.417245,0.684636,0.665331,0.865743
0.952941,0,0.955259,0.028212,0.47763,0.5,0.95198,0.493229,0.47763,0.724411,0.764604,0.958154
0.984314,0,0.971342,0.047605,0.485671,0.047605,0.968324,0.500273,0.485671,0.735953,0.777094,0.972415
0.847059,0,0.83331,0.315371,0.416655,0.315371,0.802003,0.546587,0.416655,0.690604,0.663767,0.844827
0.894118,0,0.861653,0.27584,0.430827,0.27584,0.841493,0.517343,0.430827,0.68998,0.688265,0.876922
0.905882,0,0.84469,0.301853,0.422345,0.301853,0.805788,0.586002,0.422345,0.716029,0.671375,0.888333
0.85098,0,0.743946,0.307512,0.371973,0.307512,0.704501,0.518125,0.371973,0.632197,0.590103,0.761778
0.858824,0,0.858863,0.03258,0.429432,0.03258,0.856225,0.440717,0.429432,0.650132,0.687149,0.86068
1,0,1,1,1,1,1,1,1,1,1,1
0.811765,0,0.733559,0.287397,0.36678,0.287397,0.692815,0.515638,0.36678,0.625847,0.581408,0.688796
0.768627,0,0.70152,0.270042,0.35076,0.270042,0.666207,0.474138,0.35076,0.589331,0.556881,0.663528
0.796078,0,0.748528,0.263276,0.374264,0.263276,0.717404,0.490292,0.374264,0.620478,0.595661,0.700582
0.862745,0,0.796838,0.299646,0.398419,0.299646,0.758226,0.551659,0.398419,0.675101,0.632952,0.821513
0.870588,0,0.886683,0.022737,0.443341,0.5,0.883915,0.455565,0.443341,0.671398,0.709417,0.886509
0.898039,0,0.882828,0.318131,0.441414,0.318131,0.867739,0.50776,0.441414,0.695683,0.705643,0.891066
0.937255,0,0.917076,0.046105,0.458538,0.046105,0.913004,0.477138,0.458538,0.697334,0.733642,0.921675
0.819608,0,0.808332,0.27857,0.404166,0.27857,0.781523,0.512096,0.404166,0.660925,0.644481,0.741653
0.756863,0,0.764066,0.022384,0.382033,0.5,0.76215,0.389322,0.382033,0.577442,0.611414,0.765203
0.811765,0,0.742919,0.257824,0.371459,0.257824,0.708267,0.499674,0.371459,0.62243,0.590485,0.764079
0.854902,0,0.784787,0.267905,0.392394,0.267905,0.755367,0.507386,0.392394,0.646925,0.625176,0.818071
0.952941,0,0.963275,0.070534,0.481637,0.070534,0.959821,0.498207,0.481637,0.7309,0.770615,0.960927
0.847059,0,0.88074,0.306767,0.44037,0.306767,0.858967,0.53588,0.44037,0.708761,0.703392,0.8753
0.960784,0,0.953777,0.032034,0.476889,0.032034,0.95025,0.493644,0.476889,0.723881,0.763205,0.957087
0.8,0,0.789611,0.401738,0.394806,0.401738,0.760647,0.508711,0.394806,0.649972,0.629079,0.809899
0.360784,1,0.82547,0.315125,0.412735,0.315125,0.793615,0.543701,0.412735,0.685272,0.657406,0.778735
0.960784,0,0.969907,0.024944,0.484954,0.5,0.967133,0.498355,0.484954,0.734276,0.776061,0.973025
0.811765,0,0.787537,0.305244,0.393768,0.305244,0.750563,0.538791,0.393768,0.664047,0.625818,0.695708
0.843137,0,0.841023,0.02253,0.420512,0.5,0.838477,0.431176,0.420512,0.636495,0.672915,0.835886
0.882353,0,0.867718,0.036993,0.433859,0.036993,0.864102,0.449488,0.433859,0.65893,0.69416,0.871113
0.94902,0,0.948655,0.040677,0.474328,0.040677,0.94477,0.492684,0.474328,0.720849,0.759099,0.957978
0.807843,0,0.798897,0.014056,0.399449,0.5,0.796866,0.407531,0.399449,0.603772,0.639148,0.800964
0.87451,0,0.870431,0.01481,0.435216,0.5,0.868597,0.443168,0.435216,0.657104,0.696723,0.871043
0.937255,0,0.946916,0.042268,0.473458,0.042268,0.943402,0.490032,0.473458,0.718653,0.757523,0.947635
0.835294,0,0.729564,0.276448,0.364782,0.276448,0.695411,0.488879,0.364782,0.610455,0.579735,0.716573
0.890196,0,0.923914,0.255179,0.461957,0.255179,0.906599,0.541633,0.461957,0.73311,0.738448,0.935396
0.290196,1,0.706504,0.278677,0.353252,0.278677,0.664381,0.501468,0.353252,0.605484,0.559166,0.658529
0.831373,0,0.868096,0.02213,0.434048,0.5,0.865697,0.444418,0.434048,0.656572,0.694846,0.867042
0.882353,0,0.824977,0.299362,0.412488,0.299362,0.790112,0.555739,0.412488,0.69107,0.656371,0.813352
0.760784,0,0.727337,0.261776,0.363668,0.261776,0.70214,0.454944,0.363668,0.592328,0.579789,0.763073
0.772549,0,0.692222,0.311972,0.346111,0.311972,0.657972,0.464193,0.346111,0.579804,0.54963,0.713128
0.815686,0,0.818931,0.01927,0.409466,0.5,0.817276,0.416215,0.409466,0.618041,0.655185,0.818708
0.905882,0,0.804858,0.290373,0.402429,0.290373,0.773893,0.526552,0.402429,0.666463,0.641209,0.85367
0.819608,0,0.734553,0.267266,0.367277,0.267266,0.698234,0.500149,0.367277,0.61856,0.583243,0.744287
0.976471,0,0.952195,0.031903,0.476097,0.031903,0.948497,0.493635,0.476097,0.723089,0.76205,0.959368
0.886275,0,0.839511,0.284268,0.419755,0.284268,0.824038,0.484451,0.419755,0.662487,0.670974,0.852968
0.87451,0,0.836408,0.30426,0.418204,0.30426,0.808594,0.534066,0.418204,0.685854,0.66685,0.808337
0.419608,1,0.834984,0.295779,0.417492,0.295779,0.803742,0.547416,0.417492,0.69185,0.665117,0.8217
0.831373,0,0.817971,0.275386,0.408986,0.275386,0.791313,0.517589,0.408986,0.668452,0.652241,0.840087
0.960784,0,0.954252,0.034979,0.477126,0.034979,0.950768,0.493685,0.477126,0.724138,0.763457,0.950997
0.854902,0,0.901872,0.262976,0.450936,0.262976,0.889953,0.504474,0.450936,0.703497,0.721308,0.905901
0.835294,0,0.771811,0.268028,0.385905,0.268028,0.740231,0.507299,0.385905,0.640479,0.614321,0.789338
0.886275,0,0.88043,0.037686,0.440215,0.037686,0.876993,0.455286,0.440215,0.668152,0.704555,0.879481
0.956863,0,0.919044,0.269073,0.459522,0.269073,0.900584,0.544018,0.459522,0.731884,0.734348,0.936103
0.917647,0,0.901092,0.30672,0.450546,0.30672,0.878495,0.551956,0.450546,0.726943,0.71971,0.915824
0.788235,0,0.703009,0.262791,0.351504,0.262791,0.663947,0.48827,0.351504,0.597152,0.557144,0.660971
0.835294,0,0.757457,0.309496,0.378728,0.309496,0.71829,0.526484,0.378728,0.643038,0.601052,0.708282
0.85098,0,0.801792,0.307835,0.400896,0.307835,0.768196,0.535052,0.400896,0.669213,0.637999,0.848127
0.921569,0,0.911547,0.028812,0.455773,0.5,0.908318,0.47043,0.455773,0.691218,0.729334,0.908081
0.937255,0,0.936318,0.044767,0.468159,0.044767,0.932625,0.485383,0.468159,0.711045,0.749051,0.933303
0.262745,1,0.702393,0.25867,0.351197,0.25867,0.667859,0.472008,0.351197,0.588688,0.557758,0.641002
0.901961,0,0.829336,0.291042,0.414668,0.291042,0.79042,0.575409,0.414668,0.703103,0.658998,0.874592
0.945098,0,0.958558,0.050319,0.479279,0.050319,0.951608,0.512457,0.479279,0.735704,0.766754,0.955749
0.905882,0,0.844725,0.293772,0.422362,0.293772,0.80982,0.569212,0.422362,0.707619,0.672344,0.881033
0.8,0,0.775379,0.256663,0.38769,0.256663,0.755267,0.465359,0.38769,0.621187,0.619096,0.796511
0.831373,0,0.839734,0.039723,0.419867,0.039723,0.836042,0.435306,0.419867,0.637929,0.671802,0.835177
0.866667,0,0.788681,0.26313,0.39434,0.26313,0.750744,0.543354,0.39434,0.666902,0.626659,0.793448
0.984314,0,0.958533,0.029066,0.479266,0.5,0.955345,0.494487,0.479266,0.726671,0.76687,0.955774
0.976471,0,0.961031,0.025536,0.480515,0.5,0.95812,0.494446,0.480515,0.727894,0.768881,0.962531
1,0,0.976526,0.039285,0.488263,0.039285,0.970593,0.517118,0.488263,0.746991,0.781169,0.987199
0.368627,1,0.756856,0.43727,0.378428,0.43727,0.720802,0.514334,0.378428,0.636643,0.60127,0.754595
0.85098,0,0.842022,0.263922,0.421011,0.263922,0.834627,0.452024,0.421011,0.647455,0.673494,0.844519
0.952941,0,0.89171,0.090796,0.445855,0.090796,0.884854,0.476305,0.445855,0.684307,0.713273,0.904764
0.933333,0,0.935126,0.084352,0.467563,0.084352,0.931148,0.486088,0.467563,0.710806,0.748109,0.938123
0.941176,0,0.883683,0.078024,0.441842,0.078024,0.876737,0.472413,0.441842,0.678365,0.706951,0.902102
0.988235,0,0.969437,0.028205,0.484718,0.5,0.966805,0.497426,0.484718,0.733576,0.775687,0.97212
0.862745,0,0.867242,0.070896,0.433621,0.070896,0.859717,0.466121,0.433621,0.667042,0.693661,0.855696
0.854902,0,0.834538,0.019377,0.417269,0.5,0.832333,0.426434,0.417269,0.630901,0.667666,0.836655
0.960784,0,0.954793,0.043998,0.477396,0.043998,0.951248,0.494251,0.477396,0.724691,0.763824,0.953208
0.901961,0,0.852653,0.299854,0.426326,0.299854,0.819186,0.568445,0.426326,0.711165,0.678907,0.791359
0.960784,0,0.956088,0.040161,0.478044,0.040161,0.95257,0.494793,0.478044,0.725608,0.764867,0.954984
0.823529,0,0.813202,0.025705,0.406601,0.5,0.810332,0.418222,0.406601,0.616213,0.650611,0.810818
0.984314,0,0.861192,0.274264,0.430596,0.274264,0.823293,0.593154,0.430596,0.727805,0.684902,0.824069
0.87451,0,0.749006,0.265913,0.374503,0.265913,0.705336,0.537408,0.374503,0.644363,0.593218,0.71573
0.858824,0,0.83327,0.028943,0.416635,0.5,0.829977,0.430303,0.416635,0.632215,0.666741,0.835699
0.854902,0,0.801091,0.263722,0.400546,0.263722,0.765968,0.54068,0.400546,0.671692,0.63714,0.730833
0.929412,0,0.841062,0.313349,0.420531,0.313349,0.801542,0.586077,0.420531,0.714268,0.668293,0.882757
0.803922,0,0.779548,0.277878,0.389774,0.277878,0.748879,0.508845,0.389774,0.645072,0.620682,0.721341
0.741176,0,0.709181,0.292303,0.354591,0.292303,0.670201,0.49227,0.354591,0.602176,0.562104,0.717392
0.952941,0,0.859346,0.305098,0.429673,0.305098,0.832551,0.544354,0.429673,0.702393,0.685489,0.882859
0.94902,0,0.947292,0.047274,0.473646,0.047274,0.942126,0.498019,0.473646,0.722849,0.758026,0.954162
0.85098,0,0.842009,0.269304,0.421005,0.269304,0.828039,0.479592,0.421005,0.661287,0.673057,0.846201
0.87451,0,0.817209,0.314979,0.408605,0.314979,0.777718,0.569339,0.408605,0.694051,0.6491,0.870832
0.423529,1,0.782216,0.302653,0.391108,0.302653,0.737355,0.565878,0.391108,0.675016,0.619571,0.771325
0.937255,0,0.807529,0.272141,0.403765,0.272141,0.762496,0.584882,0.403765,0.697063,0.639987,0.779341
0.941176,0,0.955502,0.025206,0.477751,0.5,0.952416,0.492435,0.477751,0.724132,0.764508,0.955005
0.956863,0,0.966705,0.034048,0.483353,0.034048,0.963633,0.498145,0.483353,0.732577,0.773366,0.969109
0.843137,0,0.812254,0.322268,0.406127,0.322268,0.776767,0.54969,0.406127,0.681736,0.646045,0.847191
0.972549,0,0.863472,0.3008,0.431736,0.3008,0.825241,0.596148,0.431736,0.730439,0.686616,0.908219
0.843137,0,0.83678,0.324306,0.41839,0.324306,0.803522,0.556994,0.41839,0.697547,0.666218,0.873058
0.380392,1,0.818525,0.274018,0.409262,0.274018,0.783627,0.551528,0.409262,0.685762,0.651194,0.775534
0.780392,0,0.799005,0.013664,0.399502,0.5,0.796906,0.407853,0.399502,0.603987,0.6393,0.795658
0.847059,0,0.84376,0.078178,0.42188,0.078178,0.83809,0.445705,0.42188,0.645144,0.674948,0.829192
0.835294,0,0.84347,0.008304,0.421735,0.5,0.84226,0.42682,0.421735,0.635521,0.674841,0.843207
0.882353,0,0.801592,0.263529,0.400796,0.263529,0.763985,0.550933,0.400796,0.677086,0.637099,0.81311
0.807843,0,0.813084,0.015817,0.406542,0.5,0.811048,0.414784,0.406542,0.614429,0.650521,0.812286
0.803922,0,0.804722,0.016794,0.402361,0.5,0.802789,0.410109,0.402361,0.607946,0.643799,0.806864
0.980392,0,0.936943,0.268635,0.468471,0.268635,0.914165,0.574762,0.468471,0.756221,0.748202,0.959536
0.788235,0,0.786519,0.009573,0.39326,0.5,0.784875,0.3997,0.39326,0.593726,0.6293,0.786348
0.27451,1,0.727004,0.256301,0.363502,0.256301,0.696528,0.473848,0.363502,0.601654,0.57849,0.697225
0.85098,0,0.858664,0.027651,0.429332,0.5,0.855864,0.44131,0.429332,0.650331,0.686955,0.857011
0.913725,0,0.814802,0.29797,0.407401,0.29797,0.77657,0.562548,0.407401,0.689451,0.647544,0.842396
0.956863,0,0.957054,0.038939,0.478527,0.038939,0.953566,0.495153,0.478527,0.72627,0.765668,0.957978
0.803922,0,0.819801,0.017086,0.4099,0.5,0.817718,0.418402,0.4099,0.619569,0.655982,0.8172
0.933333,0,0.962359,0.032657,0.481179,0.032657,0.959222,0.496212,0.481179,0.729442,0.769902,0.961743
0.886275,0,0.850475,0.0392,0.425237,0.0392,0.846193,0.443373,0.425237,0.647304,0.680704,0.855937
0.882353,0,0.869397,0.321292,0.434699,0.321292,0.8388,0.567185,0.434699,0.718842,0.692916,0.912579
0.776471,0,0.696808,0.304083,0.348404,0.304083,0.658989,0.479652,0.348404,0.589799,0.552423,0.744628
0.878431,0,0.801035,0.32183,0.400518,0.32183,0.763535,0.550124,0.400518,0.676405,0.63654,0.726232
0.929412,0,0.834974,0.313149,0.417487,0.313149,0.798348,0.569799,0.417487,0.70308,0.664195,0.879168
0.85098,0,0.864302,0.02792,0.432151,0.5,0.861247,0.445303,0.432151,0.655133,0.691443,0.861972
0.945098,0,0.92533,0.040446,0.462665,0.040446,0.921152,0.481922,0.462665,0.703841,0.740427,0.929958
0.827451,0,0.830537,0.009097,0.415268,0.5,0.829006,0.4216,0.415268,0.626492,0.664611,0.82913
0.921569,0,0.923817,0.033772,0.461908,0.033772,0.920377,0.477737,0.461908,0.700988,0.739433,0.926558
0.937255,0,0.886372,0.274002,0.443186,0.274002,0.854232,0.58507,0.443186,0.73625,0.706299,0.865474
0.945098,0,0.968471,0.038631,0.484236,0.038631,0.965369,0.4992,0.484236,0.733986,0.774796,0.965219
0.92549,0,0.861527,0.307236,0.430764,0.307236,0.833383,0.551525,0.430764,0.707076,0.686989,0.88171
0.921569,0,0.950373,0.044091,0.475187,0.044091,0.94681,0.492052,0.475187,0.721387,0.760296,0.946547
0.909804,0,0.84785,0.332057,0.423925,0.332057,0.818561,0.547607,0.423925,0.698323,0.675959,0.900605
0.862745,0,0.81877,0.267643,0.409385,0.267643,0.791881,0.519035,0.409385,0.669573,0.652976,0.851301
0.937255,0,0.949395,0.043314,0.474697,0.043314,0.945919,0.491131,0.474697,0.720438,0.759553,0.949101
0.847059,0,0.795519,0.270557,0.397759,0.270557,0.760429,0.536784,0.397759,0.666982,0.632638,0.78193
0.905882,0,0.792492,0.330673,0.396246,0.330673,0.753092,0.551755,0.396246,0.673001,0.62924,0.751545
0.972549,0,0.942362,0.270973,0.471181,0.270973,0.928825,0.534715,0.471181,0.738815,0.753426,0.954627
0.882353,0,0.828015,0.292703,0.414008,0.292703,0.794677,0.551491,0.414008,0.690443,0.659149,0.882071
0.792157,0,0.719083,0.285759,0.359542,0.285759,0.683864,0.485676,0.359542,0.603711,0.571039,0.69765
0.886275,0,0.815024,0.319592,0.407512,0.319592,0.778648,0.555169,0.407512,0.685857,0.648049,0.878976
0.898039,0,0.887401,0.261169,0.4437,0.261169,0.869143,0.524395,0.4437,0.706305,0.70929,0.905318
0.929412,0,0.92321,0.06852,0.461605,0.06852,0.917986,0.485624,0.461605,0.704644,0.738519,0.935512
0.984314,0,0.965247,0.035663,0.482623,0.035663,0.962041,0.498034,0.482623,0.731794,0.772286,0.969765
0.921569,0,0.938263,0.072672,0.469132,0.072672,0.933729,0.490318,0.469132,0.71449,0.750624,0.942305
0.807843,0,0.811,0.022645,0.4055,0.5,0.809026,0.413471,0.4055,0.612738,0.648809,0.809958
0.87451,0,0.810242,0.308727,0.405121,0.308727,0.775847,0.543916,0.405121,0.677842,0.644602,0.841309
0.933333,0,0.855694,0.33544,0.427847,0.33544,0.823151,0.566536,0.427847,0.711716,0.681566,0.87815
0.764706,0,0.691501,0.282422,0.345751,0.282422,0.655442,0.469938,0.345751,0.582336,0.548611,0.649246
0.866667,0,0.879605,0.04316,0.439802,0.04316,0.87546,0.45796,0.439802,0.669084,0.703879,0.881349
0.905882,0,0.885038,0.043037,0.442519,0.043037,0.881623,0.457575,0.442519,0.67159,0.708032,0.886466
0.796078,0,0.813923,0.034902,0.406962,0.034902,0.811069,0.418533,0.406962,0.616726,0.65114,0.808332
0.968627,0,0.963842,0.034994,0.481921,0.034994,0.960758,0.496721,0.481921,0.730436,0.771127,0.964991
0.92549,0,0.857241,0.30489,0.42862,0.30489,0.824856,0.566885,0.42862,0.712658,0.682796,0.844685
0.929412,0,0.861685,0.273018,0.430843,0.273018,0.831167,0.561815,0.430843,0.712319,0.686783,0.890993
0.835294,0,0.749134,0.271918,0.374567,0.271918,0.711546,0.514807,0.374567,0.633081,0.59474,0.709916
0.878431,0,0.912794,0.078039,0.456397,0.078039,0.899531,0.516692,0.456397,0.715059,0.729782,0.903111
0.858824,0,0.790962,0.440384,0.395481,0.440384,0.756691,0.530485,0.395481,0.661569,0.629122,0.810164
0.921569,0,0.910549,0.039631,0.455274,0.039631,0.907003,0.471356,0.455274,0.691186,0.728471,0.910789
0.913725,0,0.833237,0.316763,0.416618,0.316763,0.798326,0.561495,0.416618,0.698051,0.662994,0.853053
0.94902,0,0.893463,0.269696,0.446731,0.269696,0.860229,0.594617,0.446731,0.744565,0.711743,0.926404
0.862745,0,0.858821,0.024567,0.42941,0.5,0.855952,0.441682,0.42941,0.650595,0.687063,0.857293
0.337255,1,0.81761,0.306144,0.408805,0.306144,0.789926,0.521538,0.408805,0.670255,0.65179,0.763135
0.858824,0,0.88825,0.055409,0.444125,0.055409,0.884,0.462924,0.444125,0.67587,0.710571,0.88152
0.972549,0,0.962483,0.022676,0.481241,0.5,0.959983,0.493222,0.481241,0.728003,0.770188,0.964136
0.937255,0,0.867625,0.299792,0.433812,0.299792,0.83065,0.593587,0.433812,0.731215,0.690224,0.895813
0.847059,0,0.832025,0.268743,0.416012,0.268743,0.802693,0.537559,0.416012,0.685436,0.66321,0.846331
0.886275,0,0.885151,0.241307,0.442575,0.241307,0.876102,0.482465,0.442575,0.684139,0.707926,0.886846
0.952941,0,0.902499,0.283237,0.45125,0.283237,0.871073,0.592507,0.45125,0.747997,0.719328,0.838394
0.882353,0,0.868568,0.043237,0.434284,0.043237,0.864578,0.451542,0.434284,0.660382,0.694832,0.869854
0.964706,0,0.962199,0.028758,0.4811,0.5,0.959111,0.495896,0.4811,0.729204,0.769867,0.961945
0.87451,0,0.847987,0.270219,0.423993,0.270219,0.824229,0.52433,0.423993,0.686707,0.676768,0.834824
0.792157,0,0.643544,0.292526,0.321772,0.292526,0.597123,0.47056,0.321772,0.559408,0.50693,0.67353
0.890196,0,0.798424,0.304767,0.399212,0.304767,0.763217,0.53921,0.399212,0.669636,0.634928,0.83762
0.933333,0,0.853713,0.285152,0.426857,0.285152,0.815925,0.587529,0.426857,0.721271,0.678861,0.901428
0.960784,0,0.961478,0.033464,0.480739,0.033464,0.958256,0.496168,0.480739,0.728981,0.769203,0.961887
0.929412,0,0.952479,0.050796,0.476239,0.050796,0.948868,0.49337,0.476239,0.723097,0.762,0.947001
0.937255,0,0.959398,0.040669,0.479699,0.040669,0.956323,0.494394,0.479699,0.727056,0.767572,0.958024
0.862745,0,0.845453,0.036401,0.422726,0.036401,0.842692,0.43435,0.422726,0.640284,0.676417,0.847539
0.984314,0,0.968525,0.032734,0.484262,0.032734,0.965583,0.498453,0.484262,0.733637,0.774913,0.965065
0.984314,0,0.963613,0.043176,0.481807,0.043176,0.960363,0.497405,0.481807,0.730666,0.770887,0.963957
0.815686,0,0.815319,0.111803,0.40766,0.111803,0.812066,0.420869,0.40766,0.61859,0.652248,0.817349
0.894118,0,0.811131,0.312449,0.405566,0.312449,0.777878,0.539903,0.405566,0.676268,0.645552,0.816927
0.831373,0,0.826549,0.2601,0.413275,0.2601,0.813388,0.467456,0.413275,0.647534,0.660945,0.83154
0.882353,0,0.864696,0.261692,0.432348,0.261692,0.843172,0.525041,0.432348,0.695354,0.690512,0.872329
0.839216,0,0.780374,0.27208,0.390187,0.27208,0.743461,0.533655,0.390187,0.657933,0.620028,0.767413
0.956863,0,0.967087,0.043768,0.483543,0.043768,0.964053,0.498154,0.483543,0.732771,0.773668,0.967917
0.815686,0,0.726873,0.305744,0.363437,0.305744,0.694336,0.481228,0.363437,0.605295,0.577967,0.720183
0.933333,0,0.897652,0.272718,0.448826,0.272718,0.882372,0.51714,0.448826,0.707757,0.717497,0.905958
0.921569,0,0.889742,0.083591,0.444871,0.083591,0.883902,0.47075,0.444871,0.68054,0.711746,0.885185
0.733333,0,0.598892,0.270388,0.299446,0.270388,0.553334,0.435335,0.299446,0.520382,0.470897,0.610541
0.803922,0,0.763974,0.262207,0.381987,0.262207,0.740672,0.470651,0.381987,0.618221,0.609433,0.790609
0.784314,0,0.78555,0.008566,0.392775,0.5,0.784198,0.398064,0.392775,0.592426,0.62856,0.785584
0.890196,0,0.891651,0.094018,0.445825,0.094018,0.885194,0.474498,0.445825,0.68337,0.713225,0.88453
0.447059,1,0.803256,0.310696,0.401628,0.310696,0.76049,0.572719,0.401628,0.688845,0.637091,0.747369
0.972549,0,0.961088,0.041884,0.480544,0.041884,0.957851,0.496038,0.480544,0.728722,0.768867,0.96228
0.780392,0,0.787595,0.035017,0.393798,0.035017,0.78472,0.405077,0.393798,0.596957,0.630176,0.786102
