Valoare pixel,Clasa pixel,Average threshold,Midrange threshold,White threshold,Bernsen threshold,Niblack threshold,Sauvola threshold,Wolf threshold,Phansalkar threshold,Nick threshold,Gaussian threshold
0.803922,0,0.761425,0.271972,0.380713,0.271972,0.731634,0.49369,0.380713,0.62853,0.606322,0.774663
1,0,0.93798,0.088035,0.46899,0.088035,0.925628,0.526692,0.46899,0.732607,0.75,0.986039
0.941176,0,0.952013,0.037324,0.476006,0.037324,0.948334,0.493452,0.476006,0.722906,0.761602,0.953116
0.905882,0,0.813647,0.310073,0.406824,0.310073,0.779067,0.546954,0.406824,0.681052,0.647411,0.82247
0.960784,0,0.957212,0.032088,0.478606,0.032088,0.953893,0.494428,0.478606,0.725984,0.765775,0.955216
0.333333,1,0.809617,0.325952,0.404809,0.325952,0.773104,0.552041,0.404809,0.681611,0.643651,0.686298
0.85098,0,0.85365,0.092126,0.426825,0.092126,0.846999,0.455103,0.426825,0.654767,0.682853,0.837153
0.815686,0,0.821914,0.029512,0.410957,0.029512,0.819645,0.420247,0.410957,0.621542,0.657556,0.820833
0.905882,0,0.930359,0.037493,0.46518,0.037493,0.926509,0.483018,0.46518,0.706893,0.744396,0.930461
0.803922,0,0.804446,0.023099,0.402223,0.5,0.802021,0.41194,0.402223,0.608729,0.643558,0.802988
0.788235,0,0.791872,0.012926,0.395936,0.5,0.790034,0.403184,0.395936,0.598119,0.633595,0.791343
0.847059,0,0.801329,0.328866,0.400664,0.328866,0.761187,0.560873,0.400664,0.681945,0.636205,0.760799
0.854902,0,0.757715,0.302314,0.378858,0.302314,0.724051,0.505899,0.378858,0.632832,0.602497,0.760396
0.85098,0,0.879921,0.027182,0.439961,0.5,0.876652,0.454289,0.439961,0.667399,0.704073,0.879786
0.984314,0,0.92222,0.259469,0.46111,0.259469,0.892142,0.599259,0.46111,0.761193,0.735655,0.96838
0.92549,0,0.920686,0.075194,0.460343,0.075194,0.908091,0.518098,0.460343,0.71969,0.736203,0.92007
0.796078,0,0.742655,0.292649,0.371328,0.292649,0.715421,0.472062,0.371328,0.60844,0.591708,0.779017
0.956863,0,0.882938,0.282322,0.441469,0.282322,0.84599,0.603943,0.441469,0.744017,0.702555,0.91822
0.964706,0,0.894617,0.262084,0.447309,0.262084,0.859987,0.601607,0.447309,0.748648,0.712445,0.921843
0.819608,0,0.781371,0.260346,0.390685,0.260346,0.753807,0.497955,0.390685,0.640505,0.622808,0.775361
0.945098,0,0.866953,0.306228,0.433477,0.306228,0.831944,0.584641,0.433477,0.726392,0.690092,0.897754
0.807843,0,0.803266,0.27521,0.401633,0.27521,0.784902,0.4751,0.401633,0.639849,0.64159,0.829358
0.8,0,0.764671,0.2612,0.382336,0.2612,0.730887,0.511,0.382336,0.638818,0.608382,0.790003
0.956863,0,0.855944,0.28123,0.427972,0.28123,0.82113,0.576381,0.427972,0.716781,0.681385,0.884515
0.862745,0,0.848674,0.01767,0.424337,0.5,0.846387,0.434001,0.424337,0.641706,0.679217,0.851637
0.847059,0,0.754656,0.302438,0.377328,0.302438,0.720464,0.50584,0.377328,0.631297,0.599919,0.719348
0.886275,0,0.876259,0.0396,0.43813,0.0396,0.872393,0.455001,0.43813,0.665937,0.70099,0.875978
0.905882,0,0.859235,0.287343,0.429617,0.287343,0.824362,0.578852,0.429617,0.719655,0.683909,0.825272
0.905882,0,0.827377,0.276048,0.413689,0.276048,0.791882,0.559954,0.413689,0.694375,0.658178,0.784815
0.917647,0,0.815893,0.273095,0.407946,0.273095,0.779933,0.554069,0.407946,0.685734,0.648851,0.758643
0.407843,1,0.86132,0.309827,0.43066,0.309827,0.829959,0.565192,0.43066,0.713832,0.686263,0.793294
0.952941,0,0.843571,0.299293,0.421786,0.299293,0.807476,0.573437,0.421786,0.709167,0.671088,0.785377
0.976471,0,0.968753,0.032018,0.484377,0.032018,0.965192,0.501562,0.484377,0.735312,0.775153,0.974133
0.376471,1,0.82892,0.269404,0.41446,0.269404,0.798401,0.540456,0.41446,0.685352,0.660375,0.791723
0.772549,0,0.703286,0.267589,0.351643,0.267589,0.671849,0.461758,0.351643,0.583979,0.559215,0.670071
0.882353,0,0.792987,0.283852,0.396493,0.283852,0.757949,0.534872,0.396493,0.664771,0.630585,0.778077
0.815686,0,0.809516,0.031949,0.404758,0.031949,0.806055,0.418715,0.404758,0.614637,0.647936,0.807781
0.831373,0,0.75896,0.279938,0.37948,0.279938,0.729177,0.49206,0.37948,0.626498,0.604295,0.713835
0.964706,0,0.95498,0.042707,0.47749,0.042707,0.95125,0.495231,0.47749,0.725276,0.764004,0.957719
0.364706,1,0.81662,0.3203,0.40831,0.3203,0.780206,0.556409,0.40831,0.687269,0.649338,0.770184
0.792157,0,0.800853,0.011949,0.400426,0.5,0.799156,0.407194,0.400426,0.60457,0.640692,0.799549
0.964706,0,0.95741,0.04446,0.478705,0.04446,0.954091,0.494529,0.478705,0.726133,0.765928,0.95749
0.843137,0,0.809136,0.263791,0.404568,0.263791,0.788645,0.487147,0.404568,0.648799,0.646036,0.826961
0.898039,0,0.887606,0.153979,0.443803,0.153979,0.883085,0.463787,0.443803,0.675984,0.710057,0.886418
0.92549,0,0.925949,0.273564,0.462974,0.273564,0.90208,0.573047,0.462974,0.74989,0.73925,0.924498
0.803922,0,0.746353,0.263137,0.373176,0.263137,0.715968,0.486124,0.373176,0.617316,0.594347,0.780088
0.796078,0,0.796653,0.054671,0.398327,0.054671,0.792198,0.416003,0.398327,0.606916,0.637313,0.796019
0.996078,0,0.991983,0.014602,0.495992,0.5,0.990674,0.502458,0.495992,0.747331,0.793857,0.994911
0.827451,0,0.754884,0.278308,0.377442,0.278308,0.71724,0.518969,0.377442,0.637999,0.599361,0.813487
0.87451,0,0.829757,0.274202,0.414878,0.274202,0.798893,0.542428,0.414878,0.686756,0.661019,0.81632
0.968627,0,0.961057,0.035825,0.480529,0.035825,0.957872,0.495773,0.480529,0.728574,0.768842,0.96161
0.329412,1,0.761606,0.262422,0.380803,0.262422,0.729069,0.50422,0.380803,0.633905,0.605882,0.690538
0.854902,0,0.791946,0.282284,0.395973,0.282284,0.754465,0.54381,0.395973,0.668744,0.629203,0.801509
0.92549,0,0.930721,0.040323,0.46536,0.040323,0.927154,0.481894,0.46536,0.706509,0.744567,0.928652
0.298039,1,0.748745,0.293149,0.374373,0.293149,0.709596,0.520363,0.374373,0.635679,0.594063,0.674091
0.847059,0,0.833526,0.034687,0.416763,0.034687,0.830294,0.43018,0.416763,0.632279,0.666866,0.835214
0.843137,0,0.801718,0.295779,0.400859,0.295779,0.770718,0.524638,0.400859,0.663949,0.638487,0.817173
0.243137,1,0.700355,0.291795,0.350178,0.291795,0.665937,0.470231,0.350178,0.586802,0.556146,0.640081
0.8,0,0.800742,0.015871,0.400371,0.5,0.798783,0.408186,0.400371,0.605013,0.640605,0.801533
0.94902,0,0.939155,0.033264,0.469577,0.033264,0.935618,0.486118,0.469577,0.712826,0.751708,0.932353
0.807843,0,0.810416,0.02922,0.405208,0.5,0.807391,0.417417,0.405208,0.61443,0.648434,0.807636
0.933333,0,0.841351,0.2812,0.420675,0.2812,0.803588,0.578914,0.420675,0.710816,0.668949,0.858383
0.901961,0,0.829519,0.299708,0.414759,0.299708,0.794104,0.561074,0.414759,0.695997,0.659921,0.843939
0.839216,0,0.788484,0.260877,0.394242,0.260877,0.753707,0.530813,0.394242,0.66051,0.627173,0.817695
0.788235,0,0.795902,0.01098,0.397951,0.5,0.794176,0.404795,0.397951,0.600918,0.636988,0.797812
0.831373,0,0.811116,0.262222,0.405558,0.262222,0.797562,0.46031,0.405558,0.636307,0.648511,0.819407
0.921569,0,0.864601,0.29624,0.432301,0.29624,0.839989,0.538285,0.432301,0.701955,0.689965,0.903343
0.839216,0,0.808273,0.284206,0.404136,0.284206,0.773412,0.544473,0.404136,0.677147,0.642935,0.791753
0.415686,1,0.851373,0.295717,0.425686,0.295717,0.815734,0.576804,0.425686,0.714727,0.677446,0.840862
0.713725,0,0.693333,0.286474,0.346667,0.286474,0.660467,0.460157,0.346667,0.578319,0.550933,0.721886
0.85098,0,0.850398,0.032211,0.425199,0.032211,0.846998,0.439601,0.425199,0.645372,0.680306,0.846605
0.8,0,0.792006,0.254241,0.396003,0.254241,0.786954,0.415933,0.396003,0.604584,0.633546,0.791879
0.807843,0,0.79676,0.0191,0.39838,0.5,0.795043,0.405193,0.39838,0.601542,0.637457,0.797328
0.964706,0,0.951919,0.086282,0.475959,0.086282,0.948155,0.493805,0.475959,0.723037,0.761535,0.955526
0.776471,0,0.706117,0.319316,0.353058,0.319316,0.668636,0.48487,0.353058,0.596963,0.560035,0.744442
0.921569,0,0.845099,0.287874,0.422549,0.287874,0.813275,0.556497,0.422549,0.701422,0.673144,0.86827
0.898039,0,0.874196,0.034948,0.437098,0.034948,0.870682,0.452398,0.437098,0.663606,0.69971,0.872706
0.894118,0,0.832986,0.273018,0.416493,0.273018,0.804028,0.53663,0.416493,0.685446,0.664004,0.868826
0.8,0,0.811643,0.015902,0.405821,0.5,0.809365,0.415027,0.405821,0.613837,0.649659,0.807242
0.952941,0,0.958779,0.037478,0.47939,0.037478,0.955216,0.496402,0.47939,0.727755,0.76706,0.957616
0.858824,0,0.844999,0.277324,0.4225,0.277324,0.831923,0.477528,0.4225,0.661733,0.675572,0.842061
0.839216,0,0.832902,0.019108,0.416451,0.5,0.830274,0.427352,0.416451,0.63055,0.666323,0.830938
0.913725,0,0.909485,0.039031,0.454743,0.039031,0.905464,0.472956,0.454743,0.69146,0.727716,0.908292
0.835294,0,0.832989,0.042799,0.416494,0.042799,0.830215,0.428004,0.416494,0.630921,0.666389,0.832258
0.933333,0,0.929606,0.03704,0.464803,0.03704,0.925815,0.482358,0.464803,0.706187,0.743795,0.932084
0.917647,0,0.956401,0.120623,0.4782,0.120623,0.95199,0.499212,0.4782,0.727982,0.765097,0.956569
0.764706,0,0.708761,0.272341,0.354381,0.272341,0.671755,0.485011,0.354381,0.598326,0.562279,0.624241
0.835294,0,0.837207,0.01198,0.418604,0.5,0.835692,0.42492,0.418604,0.631464,0.670049,0.838098
0.952941,0,0.954529,0.043814,0.477264,0.043814,0.950886,0.494582,0.477264,0.724726,0.763628,0.955138
0.878431,0,0.849615,0.263868,0.424808,0.263868,0.837143,0.477585,0.424808,0.66405,0.679263,0.853939
0.831373,0,0.819211,0.019677,0.409606,0.5,0.816819,0.419364,0.409606,0.61976,0.6554,0.819652
0.901961,0,0.914374,0.079785,0.457187,0.079785,0.901497,0.515828,0.457187,0.715411,0.73113,0.908049
0.301961,1,0.751062,0.317247,0.375531,0.317247,0.71647,0.504926,0.375531,0.62907,0.596944,0.756763
0.901961,0,0.826024,0.27687,0.413012,0.27687,0.791592,0.554668,0.413012,0.691051,0.657328,0.813541
0.929412,0,0.85664,0.339316,0.42832,0.339316,0.8216,0.577814,0.42832,0.717846,0.681821,0.919184
0.941176,0,0.835123,0.286874,0.417561,0.286874,0.796939,0.57638,0.417561,0.706457,0.663874,0.785862
0.796078,0,0.792315,0.02123,0.396158,0.5,0.790633,0.402794,0.396158,0.598142,0.633874,0.791517
0.882353,0,0.845063,0.327951,0.422531,0.327951,0.811586,0.56343,0.422531,0.704884,0.672801,0.826527
0.964706,0,0.95319,0.043045,0.476595,0.043045,0.949596,0.493657,0.476595,0.723595,0.762552,0.952314
0.85098,0,0.776023,0.264714,0.388011,0.264714,0.742818,0.516347,0.388011,0.647098,0.617569,0.818121
0.819608,0,0.844093,0.268904,0.422047,0.268904,0.822641,0.512232,0.422047,0.678704,0.674017,0.865628
0.964706,0,0.811802,0.29511,0.405901,0.29511,0.770183,0.574172,0.405901,0.693801,0.64425,0.828836
0.921569,0,0.886985,0.274379,0.443492,0.274379,0.856555,0.577919,0.443492,0.732965,0.707088,0.931502
0.937255,0,0.950238,0.030388,0.475119,0.030388,0.947148,0.489742,0.475119,0.720161,0.760381,0.950912
0.819608,0,0.74327,0.320507,0.371635,0.320507,0.704637,0.514647,0.371635,0.630118,0.589697,0.780671
0.784314,0,0.79102,0.021745,0.39551,0.5,0.78895,0.403663,0.39551,0.597938,0.63286,0.791751
1,0,0.971188,0.051926,0.485594,0.051926,0.963613,0.522235,0.485594,0.746901,0.776844,0.985735
0.956863,0,0.909206,0.306928,0.454603,0.306928,0.882263,0.576607,0.454603,0.74335,0.725405,0.899613
0.823529,0,0.768149,0.283137,0.384075,0.283137,0.737347,0.501914,0.384075,0.635971,0.611487,0.751142
0.792157,0,0.771134,0.260492,0.385567,0.260492,0.740898,0.50169,0.385567,0.63733,0.614041,0.806651
0.854902,0,0.846466,0.321899,0.423233,0.321899,0.82136,0.529074,0.423233,0.688335,0.675371,0.870148
0.823529,0,0.831701,0.036547,0.41585,0.036547,0.828292,0.429973,0.41585,0.631271,0.665363,0.830164
0.941176,0,0.879479,0.286844,0.43974,0.286844,0.85607,0.542278,0.43974,0.711346,0.702172,0.914205
0.901961,0,0.844126,0.304491,0.422063,0.304491,0.808173,0.573215,0.422063,0.709331,0.671547,0.898688
0.788235,0,0.737619,0.276663,0.36881,0.276663,0.711243,0.465709,0.36881,0.602777,0.587786,0.745473
0.796078,0,0.801638,0.022268,0.400819,0.5,0.79913,0.410833,0.400819,0.606784,0.641648,0.803392
0.807843,0,0.815172,0.036563,0.407586,0.036563,0.811945,0.420688,0.407586,0.618426,0.652131,0.808941
0.901961,0,0.913407,0.084721,0.456704,0.084721,0.899473,0.520093,0.456704,0.717072,0.730217,0.90889
0.752941,0,0.672639,0.286744,0.33632,0.286744,0.635368,0.461178,0.33632,0.568766,0.533076,0.704494
0.32549,1,0.725061,0.285536,0.36253,0.285536,0.687232,0.499134,0.36253,0.613395,0.575238,0.703228
0.964706,0,0.969019,0.036501,0.48451,0.036501,0.966162,0.498298,0.48451,0.733806,0.775232,0.970022
0.933333,0,0.928181,0.031942,0.464091,0.031942,0.92592,0.474542,0.464091,0.701555,0.742707,0.928872
0.784314,0,0.778628,0.029135,0.389314,0.5,0.775518,0.401374,0.389314,0.590671,0.623141,0.77406
0.913725,0,0.841756,0.304145,0.420878,0.304145,0.805518,0.572802,0.420878,0.707949,0.669598,0.821947
0.952941,0,0.952817,0.03634,0.476409,0.03634,0.949532,0.492,0.476409,0.722578,0.762356,0.955966
0.780392,0,0.767951,0.016101,0.383975,0.5,0.765651,0.392771,0.383975,0.581088,0.614364,0.765742
0.968627,0,0.958242,0.044583,0.479121,0.044583,0.955059,0.494313,0.479121,0.726439,0.766604,0.958559
0.866667,0,0.871352,0.017655,0.435676,0.5,0.869087,0.445505,0.435676,0.658734,0.697147,0.869716
0.941176,0,0.965633,0.035233,0.482816,0.035233,0.962638,0.49722,0.482816,0.731578,0.772535,0.962452
0.952941,0,0.890168,0.297224,0.445084,0.297224,0.860706,0.575701,0.445084,0.733433,0.709818,0.9185
0.839216,0,0.826092,0.027274,0.413046,0.5,0.822807,0.426558,0.413046,0.626778,0.661208,0.828663
0.862745,0,0.869433,0.314717,0.434717,0.314717,0.842087,0.553129,0.434717,0.711804,0.693436,0.868633
0.929412,0,0.94081,0.034264,0.470405,0.034264,0.937188,0.487377,0.470405,0.714281,0.752682,0.940102
0.85098,0,0.864993,0.029604,0.432497,0.029604,0.861457,0.447733,0.432497,0.656696,0.692343,0.859316
0.403922,1,0.857073,0.273572,0.428536,0.273572,0.820846,0.583177,0.428536,0.720753,0.681927,0.786172
0.894118,0,0.890932,0.04183,0.445466,0.04183,0.887148,0.462257,0.445466,0.676868,0.712731,0.890413
0.960784,0,0.946353,0.031449,0.473176,0.031449,0.942954,0.489198,0.473176,0.717954,0.757203,0.945376
0.901961,0,0.806159,0.305113,0.40308,0.305113,0.76949,0.550306,0.40308,0.67903,0.640853,0.764141
0.862745,0,0.847965,0.049166,0.423982,0.049166,0.844403,0.439024,0.423982,0.643876,0.678363,0.856098
0.898039,0,0.831984,0.27178,0.415992,0.27178,0.797017,0.560882,0.415992,0.697123,0.661982,0.83762
0.823529,0,0.853857,0.029781,0.426929,0.029781,0.850731,0.440222,0.426929,0.6474,0.683353,0.851457
0.913725,0,0.829725,0.294533,0.414863,0.294533,0.793715,0.563674,0.414863,0.697405,0.659939,0.846908
0.878431,0,0.832174,0.294302,0.416087,0.294302,0.800445,0.547592,0.416087,0.690546,0.662782,0.834532
0.87451,0,0.875013,0.18902,0.437507,0.18902,0.867963,0.468232,0.437507,0.67196,0.699902,0.877398
0.807843,0,0.771391,0.26479,0.385695,0.26479,0.742893,0.495179,0.385695,0.634189,0.614523,0.756887
0.94902,0,0.929534,0.074056,0.464767,0.074056,0.917935,0.518464,0.464767,0.724275,0.743362,0.9376
0.807843,0,0.779721,0.257416,0.38986,0.257416,0.760601,0.464111,0.38986,0.622702,0.622641,0.796465
0.854902,0,0.843358,0.333502,0.421679,0.333502,0.80957,0.563595,0.421679,0.704122,0.671356,0.834674
0.933333,0,0.820704,0.326444,0.410352,0.326444,0.783391,0.562866,0.410352,0.692531,0.652404,0.861164
0.858824,0,0.772311,0.282015,0.386156,0.282015,0.741097,0.506218,0.386156,0.640184,0.614761,0.750124
0.913725,0,0.920458,0.044022,0.460229,0.044022,0.916842,0.476806,0.460229,0.69885,0.736386,0.922844
0.87451,0,0.871979,0.021184,0.435989,0.5,0.869413,0.447134,0.435989,0.659863,0.697806,0.873628
0.862745,0,0.854628,0.058393,0.427314,0.058393,0.849601,0.448708,0.427314,0.652042,0.683745,0.855915
0.835294,0,0.749776,0.266298,0.374888,0.266298,0.712746,0.513166,0.374888,0.632573,0.595347,0.754967
0.952941,0,0.958985,0.03341,0.479493,0.03341,0.955695,0.495205,0.479493,0.727257,0.767238,0.95868
0.827451,0,0.801813,0.261899,0.400906,0.261899,0.786515,0.461997,0.400906,0.632553,0.640774,0.814511
0.941176,0,0.881403,0.265152,0.440702,0.265152,0.846411,0.594311,0.440702,0.73842,0.701982,0.910164
0.819608,0,0.744028,0.288435,0.372014,0.288435,0.708358,0.504191,0.372014,0.625242,0.591039,0.665738
0.976471,0,0.95935,0.031165,0.479675,0.031165,0.956012,0.495625,0.479675,0.72765,0.767717,0.965957
0.792157,0,0.794887,0.021569,0.397443,0.5,0.792688,0.406147,0.397443,0.601095,0.635977,0.792865
0.909804,0,0.838536,0.292895,0.419268,0.292895,0.80837,0.54525,0.419268,0.692522,0.668169,0.811831
0.905882,0,0.913256,0.052403,0.456628,0.052403,0.909567,0.473409,0.456628,0.693563,0.7306,0.912645
0.94902,0,0.946837,0.040315,0.473419,0.040315,0.943313,0.490038,0.473419,0.718616,0.757488,0.949208
0.909804,0,0.925266,0.050127,0.462633,0.050127,0.921406,0.48042,0.462633,0.703055,0.740228,0.925454
0.815686,0,0.743292,0.294295,0.371646,0.294295,0.706894,0.506386,0.371646,0.625982,0.590268,0.763527
0.898039,0,0.894063,0.068251,0.447032,0.068251,0.88685,0.479151,0.447032,0.686905,0.715353,0.892164
0.831373,0,0.766431,0.287851,0.383216,0.287851,0.732341,0.513347,0.383216,0.640864,0.609461,0.805353
0.941176,0,0.957856,0.025098,0.478928,0.5,0.954937,0.492853,0.478928,0.725515,0.766689,0.956852
0.921569,0,0.922027,0.050873,0.461013,0.050873,0.916578,0.486038,0.461013,0.704264,0.737577,0.91678
0.921569,0,0.840464,0.319339,0.420232,0.319339,0.805348,0.567224,0.420232,0.704508,0.668796,0.835568
0.890196,0,0.780939,0.282484,0.39047,0.282484,0.740606,0.547344,0.39047,0.665083,0.619655,0.807546
0.788235,0,0.804106,0.072595,0.402053,0.072595,0.800223,0.417603,0.402053,0.611403,0.643281,0.802874
0.376471,1,0.847204,0.334448,0.423602,0.334448,0.817296,0.549797,0.423602,0.699103,0.675167,0.812211
0.937255,0,0.960002,0.041077,0.480001,0.041077,0.95669,0.495836,0.480001,0.72808,0.768013,0.959805
0.937255,0,0.921903,0.040431,0.460952,0.040431,0.918136,0.47825,0.460952,0.700293,0.737514,0.921768
1,0,0.976379,0.047805,0.48819,0.047805,0.970028,0.519072,0.48819,0.747898,0.781041,0.988851
0.984314,0,0.952895,0.040554,0.476447,0.040554,0.949183,0.494062,0.476447,0.723651,0.762327,0.955612
0.956863,0,0.967912,0.036947,0.483956,0.036947,0.964497,0.50042,0.483956,0.73432,0.774455,0.965913
0.898039,0,0.89923,0.042591,0.449615,0.042591,0.895482,0.4664,0.449615,0.683071,0.719382,0.898218
0.866667,0,0.751393,0.279293,0.375696,0.279293,0.710751,0.527788,0.375696,0.640708,0.595782,0.717244
0.835294,0,0.834396,0.049235,0.417198,0.049235,0.829361,0.438123,0.417198,0.636697,0.66763,0.84347
0.901961,0,0.901574,0.028258,0.450787,0.5,0.898058,0.466577,0.450787,0.684325,0.721257,0.90191
0.878431,0,0.872195,0.270796,0.436098,0.270796,0.854739,0.511927,0.436098,0.692494,0.696948,0.872119
0.890196,0,0.884048,0.331888,0.442024,0.331888,0.85776,0.557767,0.442024,0.72139,0.705321,0.838718
0.878431,0,0.863541,0.021138,0.43177,0.5,0.861134,0.44212,0.43177,0.653158,0.690895,0.865658
0.796078,0,0.793971,0.013041,0.396985,0.5,0.792433,0.403066,0.396985,0.599096,0.635389,0.795773
0.917647,0,0.914118,0.272595,0.457059,0.272595,0.897989,0.530487,0.457059,0.722642,0.730617,0.926378
0.890196,0,0.848733,0.316201,0.424366,0.316201,0.819742,0.546911,0.424366,0.698412,0.676549,0.838548
0.929412,0,0.864843,0.266928,0.432421,0.266928,0.82904,0.586635,0.432421,0.726344,0.688296,0.884869
0.988235,0,0.959013,0.031334,0.479506,0.031334,0.955752,0.49508,0.479506,0.727208,0.767364,0.961693
0.870588,0,0.840776,0.266597,0.420388,0.266597,0.81273,0.53783,0.420388,0.689908,0.670412,0.870631
0.929412,0,0.819924,0.32732,0.409962,0.32732,0.780253,0.571965,0.409962,0.696713,0.651235,0.876526
0.87451,0,0.846376,0.316109,0.423188,0.316109,0.819757,0.535394,0.423188,0.691462,0.675075,0.87359
0.85098,0,0.846429,0.016386,0.423215,0.5,0.844927,0.429548,0.423215,0.638358,0.677179,0.847869
0.854902,0,0.763512,0.26965,0.381756,0.26965,0.72478,0.529041,0.381756,0.647303,0.606062,0.782076
0.905882,0,0.809407,0.300023,0.404704,0.300023,0.769905,0.563945,0.404704,0.687483,0.642925,0.826628
0.901961,0,0.850444,0.279839,0.425222,0.279839,0.820724,0.551104,0.425222,0.701365,0.677855,0.883866
0.941176,0,0.94242,0.038047,0.47121,0.038047,0.938861,0.487911,0.47121,0.71535,0.753931,0.941672
0.8,0,0.713508,0.30366,0.356754,0.30366,0.677317,0.485362,0.356754,0.600824,0.566305,0.746197
0.937255,0,0.85882,0.310158,0.42941,0.310158,0.825922,0.570123,0.42941,0.715067,0.683975,0.872652
0.952941,0,0.954416,0.037132,0.477208,0.037132,0.950976,0.493564,0.477208,0.724159,0.763572,0.952732
0.952941,0,0.864771,0.282607,0.432385,0.282607,0.833925,0.565238,0.432385,0.715568,0.689118,0.784572
0.807843,0,0.817945,0.013203,0.408973,0.5,0.81661,0.414411,0.408973,0.616647,0.654482,0.818977
0.776471,0,0.794065,0.051396,0.397033,0.051396,0.788731,0.418128,0.397033,0.606703,0.635236,0.788024
0.823529,0,0.81288,0.022253,0.40644,0.5,0.810143,0.41752,0.40644,0.615702,0.650643,0.813184
0.964706,0,0.958059,0.029735,0.47903,0.029735,0.95511,0.493104,0.47903,0.725741,0.766456,0.957977
0.886275,0,0.841429,0.26133,0.420715,0.26133,0.822681,0.499285,0.420715,0.670884,0.672474,0.860786
0.913725,0,0.905776,0.04366,0.452888,0.04366,0.901256,0.473275,0.452888,0.689776,0.72477,0.903823
0.811765,0,0.752076,0.278577,0.376038,0.278577,0.721098,0.492072,0.376038,0.623116,0.598581,0.785528
0.894118,0,0.876756,0.258354,0.438378,0.258354,0.857961,0.520452,0.438378,0.699038,0.70054,0.890511
0.807843,0,0.802656,0.033418,0.401328,0.033418,0.799508,0.413916,0.401328,0.608835,0.642113,0.799768
0.905882,0,0.80874,0.275671,0.40437,0.275671,0.771,0.556386,0.40437,0.683359,0.642774,0.795886
0.956863,0,0.925885,0.272749,0.462943,0.272749,0.902722,0.569755,0.462943,0.748206,0.739311,0.942136
0.847059,0,0.83952,0.040277,0.41976,0.040277,0.835992,0.43451,0.41976,0.637423,0.671609,0.843319
0.917647,0,0.832553,0.307282,0.416277,0.307282,0.796423,0.566091,0.416277,0.700019,0.662188,0.880021
0.956863,0,0.887451,0.278093,0.443726,0.278093,0.851372,0.603193,0.443726,0.745883,0.706353,0.900535
0.968627,0,0.961382,0.037486,0.480691,0.037486,0.958214,0.495857,0.480691,0.728778,0.769114,0.959428
0.94902,0,0.969161,0.03747,0.48458,0.03747,0.965858,0.500523,0.48458,0.734993,0.775456,0.96612
0.321569,1,0.808332,0.315709,0.404166,0.315709,0.774426,0.540665,0.404166,0.675265,0.643179,0.747145
0.980392,0,0.960422,0.041745,0.480211,0.041745,0.95713,0.495961,0.480211,0.728352,0.768339,0.963865
0.866667,0,0.779393,0.264629,0.389696,0.264629,0.742867,0.531479,0.389696,0.656356,0.619502,0.824047
0.823529,0,0.798373,0.269227,0.399186,0.269227,0.778893,0.476642,0.399186,0.638203,0.637609,0.808077
0.854902,0,0.85417,0.014894,0.427085,0.5,0.852222,0.435373,0.427085,0.645121,0.683705,0.853285
0.478431,1,0.86288,0.286405,0.43144,0.286405,0.825922,0.590268,0.43144,0.727194,0.68646,0.806681
0.819608,0,0.74843,0.295925,0.374215,0.295925,0.712041,0.509857,0.374215,0.630251,0.594402,0.741561
0.835294,0,0.797376,0.312141,0.398688,0.312141,0.760674,0.544442,0.398688,0.671744,0.63377,0.729432
0.839216,0,0.794438,0.274671,0.397219,0.274671,0.771612,0.487533,0.397219,0.641726,0.634137,0.818669
0.792157,0,0.782825,0.030196,0.391413,0.030196,0.779802,0.403201,0.391413,0.59366,0.626448,0.785945
0.952941,0,0.96349,0.267474,0.481745,0.267474,0.947491,0.558515,0.481745,0.761279,0.770229,0.975405
0.882353,0,0.824449,0.303629,0.412224,0.303629,0.791285,0.548402,0.412224,0.687126,0.656291,0.802839
0.815686,0,0.72695,0.290027,0.363475,0.290027,0.6877,0.505585,0.363475,0.617559,0.57638,0.786447
0.803922,0,0.812847,0.019823,0.406423,0.5,0.810541,0.415756,0.406423,0.614799,0.650358,0.814616
0.823529,0,0.806495,0.070227,0.403247,0.070227,0.801453,0.423499,0.403247,0.615544,0.64514,0.809796
0.835294,0,0.820423,0.019416,0.410211,0.5,0.81797,0.420232,0.410211,0.620796,0.656547,0.819537
0.964706,0,0.951774,0.046205,0.475887,0.046205,0.947706,0.495173,0.475887,0.723651,0.761705,0.954406
0.882353,0,0.872585,0.017908,0.436292,0.5,0.870341,0.446044,0.436292,0.659617,0.698117,0.87464
0.827451,0,0.769271,0.275817,0.384636,0.275817,0.730832,0.531909,0.384636,0.651581,0.610732,0.753287
0.388235,1,0.751519,0.280138,0.375759,0.280138,0.709945,0.531368,0.375759,0.642567,0.595638,0.683796
0.8,0,0.722483,0.310211,0.361242,0.310211,0.689635,0.479441,0.361242,0.602246,0.574342,0.775636
0.921569,0,0.925349,0.041276,0.462674,0.041276,0.921783,0.479111,0.462674,0.70244,0.740501,0.924419
0.890196,0,0.831146,0.310419,0.415573,0.310419,0.794542,0.567093,0.415573,0.699825,0.660988,0.826305
0.929412,0,0.944863,0.049196,0.472432,0.049196,0.941022,0.49051,0.472432,0.717871,0.755883,0.942006
0.815686,0,0.807495,0.05085,0.403747,0.05085,0.803181,0.421094,0.403747,0.614831,0.646091,0.817678
0.913725,0,0.894189,0.063891,0.447094,0.063891,0.887602,0.476431,0.447094,0.685601,0.715432,0.907647
